Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
1211.HK,BYD Company,China,Consumer Discretionary,968900,CNY,12/31/2024,0,0,0,,,,,,,,,,,,30155898030,59164372948,84034233067,1.08E+11,,424860559.2,2319141726,4191253795,5616232545,,1059948259,3205648056,5359300695,7594051628,,3926711760,10079519551,15614427784,21075108739,,0.147889783,0.796651567,1.439832605,1.9309383,-3.645849824,65.6934282,-27.53096297,-20.50687362,401.8248131,27.78512827,-28.10623263,12.80748882,25.58460023,40.81632794
VOW3.DE,Volkswagen,Germany,Consumer Discretionary,639608,EUR,12/31/2024,0,0,0,,,,,,,,,,,,2.93E+11,3.26E+11,3.77E+11,3.80E+11,,17984963593,18072655199,19329568205,13271832125,,19040770519,21616565266,30047820790,25330012436,,55234018993,61014649601,71304967153,69534765952,,34.59726126,34.67910676,37.16954834,24.97456913,2.718773227,27.24864083,-14.79802064,31.21686801,-10.01768469,18.60930449,-19.84630009,2.478976705,-14.66466418,2.629209368
WMT,Walmart,USA,Consumer Staples,2100000,USD,1/31/2025,0,0,0,,,,,,,,,,,,5.73E+11,6.11E+11,6.48E+11,6.81E+11,,13673000000,11680000000,15511000000,19436000000,,25942000000,20428000000,27012000000,29348000000,,1.44E+11,1.48E+11,1.58E+11,1.69E+11,,1.623333,1.423333,1.913333,2.41,17.565516,46.30674027,-5.018387077,32.93118787,23.32734885,0.794699897,0.013092782,12.27961111,74.8596255,8.660742639
COST,Costco Wholesale,USA,Consumer Staples,333000,USD,8/31/2024,0,0,0,,,,,,,,,,,,1.96E+11,2.27E+11,2.42E+11,2.54E+11,,5007000000,5844000000,6292000000,7367000000,,6708000000,7793000000,8114000000,9285000000,,25245000000,27572000000,29704000000,32095000000,,11.27,13.14,14.16,16.56,1.338198448,21.96074593,9.042289759,48.64779826,31.78315873,50.54792422,-18.66727209,48.51588479,41.49241285,7.924970454
PG,Procter & Gamble,USA,Consumer Staples,108000,USD,6/30/2024,0,0,0,,,,,,,,,,,,76118000000,80187000000,82006000000,84039000000,,14306000000,14742000000,14653000000,14879000000,,17986000000,17813000000,18134000000,19886000000,,39010000000,38030000000,39246000000,43191000000,,5.5,5.81,5.9,6.02,10.82574611,12.96394523,2.691074658,40.58068854,13.3916828,19.47873248,-3.93808821,-0.457036375,17.00585141,-3.719835838
KO,CocaCola,USA,Consumer Staples,69700,USD,12/31/2024,0,0,0,,,,,,,,,,,,38655000000,43004000000,45754000000,47061000000,,9771000000,9542000000,10714000000,10631000000,,11039000000,12042000000,13098000000,14022000000,,23298000000,25004000000,27234000000,28737000000,,2.25,2.19,2.47,2.46,1.102004959,14.27184456,6.36571251,21.47700053,1.776875633,11.724911,11.34293322,-4.359339431,8.715132524,14.43904774
PEP,PepsiCo,USA,Consumer Staples,319000,USD,12/31/2024,0,0,0,,,,,,,,,,,,79474000000,86392000000,91471000000,91854000000,,7618000000,8910000000,9074000000,9578000000,,11162000000,11357000000,12913000000,12920000000,,42399000000,45816000000,49590000000,50110000000,,5.49,6.42,6.56,6.95,9.283383188,17.47004815,-4.92419348,29.06007556,10.76413446,20.88621851,7.719823399,-3.252883149,-7.634183006,-12.57906098
UL,Unilever,United Kingdom,Consumer Staples,115964,EUR,12/31/2024,0,0,0,,,,,,,,,,,,61318647165,70238637235,69690272398,71043061559,,7072620256,8935189948,7584739230,6716007729,,11254925208,11373016570,11740152090,13153740764,,25939176786,28256573603,29435148776,32001589751,,2.712593651,3.49597199,2.993206787,2.677517009,-0.540715924,41.40621742,-2.501460903,13.58961303,10.09175415,-9.392584965,-2.345406562,0.34912344,22.14014951,8.892459095
MO,Altria Group,USA,Consumer Staples,14654,USD,12/31/2024,0,0,0,,,,,,,,,,,,21111000000,20688000000,20502000000,20444000000,,2475000000,5764000000,8130000000,11264000000,,11560000000,11919000000,11547000000,11630000000,,13992000000,14246000000,14284000000,14367000000,,1.34,3.19,4.57,6.54,21.83936658,9.251360678,-27.98067537,8.885066673,-11.27863683,23.57685368,4.416669183,-3.739357965,40.12249275,15.98523773
PM,Philip Morris International,USA,Consumer Staples,83100,USD,12/31/2024,0,0,0,,,,,,,,,,,,31405000000,31762000000,35174000000,37878000000,,9109000000,9048000000,7813000000,7057000000,,12975000000,12246000000,12221000000,13402000000,,21375000000,20360000000,22281000000,24549000000,,5.83,5.81,5.02,4.52,9.886078956,19.45677265,-32.89452994,37.28481305,1.548489874,19.79219984,12.43834862,-2.144278134,34.32712717,51.64244118
KR,Kroger,USA,Consumer Staples,409000,USD,1/31/2025,0,0,0,,,,,,,,,,,,1.38E+11,1.48E+11,1.50E+11,1.47E+11,,1655000000,2244000000,2164000000,2665000000,,3477000000,4126000000,3096000000,3849000000,,30349000000,31778000000,33364000000,33403000000,3.27,2.17,3.06,2.96,,-15.03653371,-18.9432454,2.037810241,8.595091684,11.00208565,44.97895674,1.218041792,5.223146773,37.1836194,17.07436166
K,Kellanova,USA,Consumer Staples,24000,USD,12/31/2024,0,0,0,,,,,,,,,,,,11747000000,12653000000,13122000000,12749000000,,1488000000,960000000,951000000,1343000000,,1383000000,1211000000,1505000000,1873000000,,3818000000,3811000000,4283000000,4545000000,,4.33,2.79,2.76,3.88,5.746885207,-4.925351928,-13.01809198,25.89261471,-7.790686715,6.98247244,14.35284387,-12.95251899,49.5299459,-1.123945236
MDLZ,Mondelez,USA,Consumer Staples,90000,USD,12/31/2024,0,0,0,,,,,,,,,,,,28720000000,31496000000,36016000000,36441000000,,4300000000,2717000000,4959000000,4611000000,,4857000000,3796000000,5611000000,6665000000,,11254000000,11312000000,13764000000,14257000000,,3.04,1.96,3.62,3.42,2.275933187,-2.413812158,-5.530139239,41.38548626,7.749603617,14.85691837,3.79728054,11.42379578,-16.13525547,13.75617536
CL,Colgate-Palmolive,USA,Consumer Staples,34000,USD,12/31/2024,0,0,0,,,,,,,,,,,,17421000000,17967000000,19457000000,20101000000,,2166000000,1785000000,2300000000,2889000000,,3910000000,3617000000,4085000000,4330000000,,10375000000,10248000000,11326000000,12161000000,,2.55,2.13,2.77,3.51,2.313428763,17.66813014,-19.03420855,19.07002958,26.00870191,2.055461621,-4.55683855,3.782738329,16.52923108,-1.480416063
KMB,Kimberly-Clark,USA,Consumer Staples,38000,USD,12/31/2024,0,0,0,,,,,,,,,,,,19440000000,20175000000,20431000000,20058000000,,1814000000,1934000000,1764000000,2545000000,,2561000000,2681000000,3002000000,3307000000,,5988000000,6219000000,7032000000,7180000000,,5.35,5.73,5.21,7.55,-6.66679893,8.999825692,-2.80750873,25.22980165,-0.211758624,8.97791006,-0.858079553,-7.290055378,11.71301054,-0.932108797
GIS,General Mills,USA,Consumer Staples,,USD,5/31/2024,0,0,0,,,,,,,,,,,,,18992800000,20094200000,19857200000,,,2707300000,2593900000,2496600000,,,3255200000,3045400000,3673100000,,,6402200000,6545800000,6932100000,,3.78,4.42,4.31,4.31,11.90062546,-1.162954941,-32.04694209,41.37251653,12.98507277,18.38852229,28.43543451,-19.6876571,1.026646476,-19.30681023
TSN,Tyson Foods,USA,Consumer Staples,138000,USD,9/30/2024,0,0,0,,,,,,,,,,,,47049000000,53282000000,52881000000,53309000000,,3047000000,3238000000,-648000000,800000000,,4396000000,4410000000,386000000,1409000000,,6526000000,6668000000,2631000000,3627000000,,8.34,8.92,-1.87,2.25,18.85010343,31.68157642,-34.19695388,73.74266597,-28.33500285,36.90424634,-26.66285176,-11.43963232,10.17748255,-2.180511527
HRL,Hormel Foods,USA,Consumer Staples,20000,USD,10/31/2024,0,0,0,,,,,,,,,,,,11386189000,12458806000,12110010000,11920797000,,908839000,999987000,793572000,805038000,,1074835000,1285421000,1057674000,1016844000,,1927906000,2164686000,1999841000,2022138000,,1.66,1.82,1.45,1.47,-9.671152094,6.473053885,18.36533473,8.68152867,4.934942464,6.281965217,-4.595994225,-27.4105417,0.72607811,-1.352389754
BN.PA,Danone,France,Consumer Staples,89528,EUR,12/31/2024,0,0,0,,,,,,,,,,,,28389864843,32341833179,32292725880,32008605080,,2249581976,1121283324,1030084054,2362996452,,3859599845,3801138775,2586317739,4070059698,,13470599763,14894711430,15298092813,15909595606,,3.43751092,1.730447674,1.590141106,3.659662986,0.807934769,19.4906411,-10.57323497,24.14092438,-24.39482651,4.340352926,-7.137155397,22.64923684,13.24762693,9.996809574
RKT.L,Reckitt Benckiser,United Kingdom,Consumer Staples,37900,GBP,12/31/2024,0,0,0,,,,,,,,,,,,18163351875,19836400532,20047761889,19446617252,,-43919242.86,3197869871,2254978626,1957151260,,3724900785,4676026888,4593678308,4726808513,,10535128381,11475274673,12022892733,11796434137,,-0.061761435,4.456430674,3.138853388,2.788871922,10.98013967,0.442649274,-12.82191993,3.029664419,6.224188764,-3.864070967,-8.902153006,-5.67736946,-11.26900235,2.280803588
CHD,Church & Dwight,USA,Consumer Staples,5750,USD,12/31/2024,0,0,0,,,,,,,,,,,,5190100000,5375600000,5867900000,6107100000,,827500000,413900000,755600000,585300000,,1079100000,1008800000,1057400000,1164200000,,2263500000,2250000000,2588500000,2790100000,3.12,3.32,1.68,3.05,,7.090084178,15.17018839,33.47894532,9.396538375,24.65628705,17.9281574,-19.5249974,18.51237556,12.09064335,-9.266611619
STZ,Constellation Brands,USA,Consumer Staples,10600,USD,2/28/2025,0,0,0,,,,,,,,,,,,8820700000,9452600000,9961800000,10208700000,,-40400000,-71000000,1727400000,-81400000,,2997600000,2842900000,3169700000,3364600000,,4707300000,4769000000,5017500000,5314600000,,-0.22,-0.11,9.39,-0.45,9.754425879,49.03968561,-27.95742255,19.53967094,16.82583399,14.8874723,-6.532347216,5.719556771,-7.24540916,-26.28413796
EL,Estee Lauder,USA,Consumer Staples,44020,USD,6/30/2024,0,0,0,,,,,,,,,,,,16215000000,17737000000,15910000000,15608000000,,2870000000,2390000000,1006000000,390000000,,3010000000,3544000000,1771000000,1563000000,,12381000000,13432000000,11346000000,11184000000,,7.79,6.55,2.79,1.08,-10.75414056,67.00338549,1.831985745,60.48216404,28.03366905,41.68910997,-31.9984605,-42.0179527,-47.45913733,7.122598015
CLX,Clorox,USA,Consumer Staples,7400,USD,6/30/2024,0,0,0,,,,,,,,,,,,7341000000,7107000000,7389000000,7093000000,,710000000,462000000,149000000,280000000,,1225000000,719000000,823000000,723000000,,3199000000,2545000000,2908000000,3048000000,,5.58,3.73,1.2,2.25,-1.849307626,26.5563476,5.812865829,2.555859894,34.01257845,-12.526717,-16.82839005,4.988369926,17.56083612,-25.42735603
KDP,Keurig Dr Pepper,USA,Consumer Staples,29000,USD,12/31/2024,0,0,0,,,,,,,,,,,,12683000000,14057000000,14814000000,15351000000,,2146000000,1436000000,2181000000,1441000000,,2894000000,2783000000,3194000000,3309000000,,6977000000,7323000000,8080000000,8529000000,,1.5,1.01,1.55,1.05,0.97635056,9.757765717,63.95837906,16.74631214,12.04214878,16.66562605,-0.632552517,-4.209498286,-1.721345363,3.795796704
CPB,Campbell Soup,USA,Consumer Staples,14400,USD,7/31/2024,0,0,0,,,,,,,,,,,,8476000000,8562000000,9357000000,9636000000,,1002000000,757000000,858000000,567000000,,1270000000,1148000000,1312000000,1226000000,,2811000000,2627000000,2917000000,2971000000,,3.29,2.51,2.85,1.89,19.03917087,-18.47209779,-28.28684519,55.74477701,-0.030771835,-7.561107195,34.99834443,-21.00597043,-0.875390624,-25.62090594
CAG,Conagra Brands,USA,Consumer Staples,18500,USD,5/31/2024,0,0,0,,,,,,,,,,,,11184700000,11535900000,12277000000,12050900000,,1298800000,888200000,683600000,347200000,,1776200000,1346000000,1075300000,852800000,,3179200000,2838800000,3264800000,3333400000,,2.66,1.84,1.42,0.72,24.6853889,-2.942855639,-42.48703285,66.25402302,8.277464707,-3.688217481,18.03762976,-22.82336489,0.941297647,-24.5826235
NESN.SW,Nestle,Switzerland,Consumer Staples,251786,CHF,12/31/2024,0,0,0,,,,,,,,,,,,1.09E+11,1.18E+11,1.17E+11,1.15E+11,,21107766489,11574622618,13995679064,13589880537,,18641760052,19563234863,19566980695,19494561266,,52444153096,53733968108,53718984778,53752697271,,7.566581776,4.270249121,5.281623913,5.231679479,2.013534705,17.37380494,-1.637922204,33.02566239,2.364013062,24.42690792,-14.55798901,-7.568587079,-21.38751024,9.662825048
DGE.L,Diageo,United Kingdom,Consumer Staples,30092,USD,6/30/2024,0,0,0,,,,,,,,,,,,17622553769,18741509800,20555000000,20269000000,,3681457082,3940665632,4445000000,3870000000,,5163727960,5347613041,5547000000,6001000000,,10649929416,11496943528,12266000000,12198000000,,1.569463,1.694401,1.957,1.728,14.08689235,28.72234388,2.130973161,14.89921064,-6.214516797,38.01864727,-9.758251305,-21.8632524,-12.27142154,-27.61885974
SJM,J.M. Smucker,USA,Consumer Staples,8000,USD,4/30/2024,0,0,0,,,,,,,,,,,,,7998900000,8529200000,8178700000,,,631700000,-91300000,744000000,,,1172600000,1180700000,1448900000,,,2700700000,2801800000,3115400000,,7.79,5.83,-0.86,7.13,7.547265964,-0.837850636,-22.31666579,14.31517654,13.63250814,20.54447792,20.45604342,-17.61784303,-9.798962779,-11.80044873
BG,Bunge Global,USA,Consumer Staples,23000,USD,12/31/2024,0,0,0,,,,,,,,,,,,59152000000,67232000000,59540000000,53108000000,,2078000000,1610000000,2243000000,1137000000,,2129000000,2313000000,3130000000,1617000000,,3363000000,3682000000,4845000000,3393000000,,13.64,10.51,14.87,7.99,9.979557193,-5.572869745,-18.84239437,11.55184832,17.46233101,43.09861583,9.089654843,3.605985329,-21.62503484,4.365286527
XOM,ExxonMobil,USA,Energy,61000,USD,12/31/2024,0,0,0,,,,,,,,,,,,2.77E+11,3.99E+11,3.35E+11,3.39E+11,,23040000000,55740000000,36010000000,33680000000,,24019000000,64028000000,44461000000,39652000000,,64886000000,1.03E+11,84142000000,76742000000,,5.39,13.26,8.89,7.84,20.57818251,-4.526182416,-15.30049824,8.103525066,-36.04457487,55.67682082,87.25607412,-5.81750438,8.37062492,2.858137171
CVX,Chevron,USA,Energy,45298,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.56E+11,2.36E+11,1.97E+11,1.93E+11,,15625000000,35465000000,21369000000,17661000000,,16180000000,39950000000,26229000000,18917000000,,45432000000,73982000000,60391000000,56926000000,,8.14,18.28,11.36,9.72,37.31779658,9.954362593,-10.23642134,16.1909942,-25.36628705,45.13799214,58.36786438,-12.92932124,-0.504295412,1.151846272
BP,BP,United Kingdom,Energy,100500,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.58E+11,2.41E+11,2.10E+11,1.89E+11,,7565000000,-2487000000,15239000000,381000000,,10672000000,41447000000,31049000000,13615000000,,22860000000,55096000000,48072000000,30239000000,,2.2398,-0.786,5.151,0.1392,30.87302374,17.81519718,-4.109988713,6.704181619,-40.32571901,32.99371831,36.69850694,5.7889003,-13.82476666,5.268033715
SHEL,Shell,United Kingdom,Energy,96000,USD,12/31/2024,0,0,0,,,,,,,,,,,,2.62E+11,3.81E+11,3.17E+11,2.84E+11,,20101000000,42309000000,19359000000,16094000000,,22283000000,63109000000,30737000000,29992000000,,35849000000,78779000000,47207000000,45941000000,,5.14,11.42,5.7,5.06,29.33285238,28.98311887,-8.166419414,7.901328473,-36.37259921,24.49294246,32.85142692,19.10589845,-2.337808442,15.13640159
TTE,TotalEnergies,France,Energy,95393,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.85E+11,2.63E+11,2.19E+11,1.96E+11,,16032000000,20526000000,21384000000,15758000000,,23925000000,49693000000,30857000000,24105000000,,52008000000,81211000000,62373000000,55532000000,-2.9,5.92,7.85,8.67,,22.35890182,14.19411768,-0.679150746,10.68239199,-15.94720916,24.00618516,31.24744383,12.74220477,-16.45160938,13.27284293
COP,ConocoPhillips,USA,Energy,11800,USD,12/31/2024,0,0,0,,,,,,,,,,,,45828000000,78494000000,56141000000,54745000000,,8079000000,18680000000,10957000000,9245000000,,12071000000,25462000000,15026000000,12783000000,,14768000000,30013000000,18203000000,16383000000,,6.07,14.57,9.06,7.81,10.79644475,10.44851468,13.95258556,8.838276047,-36.24876836,83.99632429,72.04932328,3.24303775,-14.81683411,-8.324653534
OXY,Occidental Petroleum,USA,Energy,13323,USD,12/31/2024,0,0,0,,,,,,,,,,,,25956000000,36634000000,28257000000,26725000000,,2322000000,13304000000,4696000000,3056000000,,4665000000,13665000000,6414000000,5593000000,,7850000000,17645000000,10109000000,9550000000,,1.58,12.4,3.9,2.44,10.82111112,6.924453497,-14.74314434,-28.16418589,-55.58232913,63.44076148,117.4481834,-3.015400329,-18.170883,-14.05885626
BKR,Baker Hughes,USA,Energy,57000,USD,12/31/2024,0,0,0,,,,,,,,,,,,20502000000,21156000000,25506000000,27829000000,,-219000000,-601000000,1943000000,2979000000,,1579000000,1890000000,2640000000,3382000000,,4049000000,4400000000,5251000000,5840000000,,-0.27,-0.61,1.91,2.98,43.74592806,-29.29288648,-30.77313976,24.8138484,-13.85266147,16.41796255,25.75415344,19.34682801,21.9813496,-7.462350875
HAL,Halliburton,USA,Energy,48000,USD,12/31/2024,0,0,0,,,,,,,,,,,,15295000000,20297000000,23018000000,22944000000,,1457000000,1572000000,2638000000,2501000000,,1776000000,3073000000,4185000000,3938000000,,2016000000,3313000000,4360000000,4301000000,-3.34,1.63,1.74,2.92,,62.52300447,-9.63260192,-44.93347124,-2.830007216,-21.02097652,19.38424009,72.41791268,-5.536523548,-24.53104771,-24.91139411
LNG,Cheniere Energy,USA,Energy,1714,USD,12/31/2024,0,0,0,,,,,,,,,,,,15864000000,33428000000,20394000000,15703000000,,-2343000000,1428000000,9881000000,3252000000,,-701000000,4559000000,15489000000,6128000000,,-364000000,4996000000,16007000000,6605000000,,-9.25,5.64,40.72,14.2,11.94274325,29.86013348,7.153464504,5.719232769,-0.523546942,66.64764142,48.55055233,15.95557464,26.12096447,10.83129038
DVN,Devon Energy,USA,Energy,2300,USD,12/31/2024,0,0,0,,,,,,,,,,,,12206000000,19169000000,15258000000,15940000000,,2813000000,6015000000,3747000000,2891000000,,3246000000,7920000000,4910000000,4143000000,,3679000000,8369000000,5367000000,4710000000,,4.19,9.12,5.84,4.56,45.89045666,-10.98233327,-45.79319414,17.97157868,-34.59135562,189.8556853,50.55648123,-20.82296562,-27.45921452,-1.979716921
EOG,EOG Resources,USA,Energy,3150,USD,12/31/2024,0,0,0,,,,,,,,,,,,19669000000,29492000000,23182000000,23378000000,,4664000000,7759000000,7594000000,6403000000,,7613000000,14256000000,8892000000,8253000000,,14324000000,24619000000,18236000000,17698000000,,7.99,13.22,13,11.25,44.02488379,5.873265606,-18.94525786,-2.681292916,-38.19969997,86.04417174,57.77181789,-0.862556102,1.876005558,-0.989538793
APA,APA Corporation,USA,Energy,2305,USD,12/31/2024,0,0,0,,,,,,,,,,,,7985000000,11075000000,8279000000,9737000000,,1135000000,3604000000,2855000000,804000000,,2692000000,5082000000,3358000000,3199000000,,3540000000,6255000000,4227000000,4302000000,,2.59,11.02,9.25,2.27,46.38601151,-33.42783771,-36.81189537,3.282832591,-42.44605264,85.93787106,75.20261873,-19.88156304,-35.83288026,-19.04299852
VLO,Valero Energy,USA,Energy,9898,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.14E+11,1.76E+11,1.45E+11,1.30E+11,,930000000,11528000000,8835000000,2770000000,,2130000000,15751000000,11858000000,3755000000,,3082000000,16751000000,12889000000,4760000000,,2.27,29.04,24.92,8.58,1.131696555,37.51143703,-17.65638542,31.20953546,-36.18796766,37.58503895,73.36130597,6.796804679,-5.796112994,11.0641341
PSX,Phillips 66,USA,Energy,13200,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.11E+11,1.70E+11,1.47E+11,1.43E+11,,1315000000,11024000000,7015000000,2117000000,,468000000,9620000000,7950000000,1746000000,,7769000000,18429000000,17336000000,10828000000,,2.97,23.27,15.48,4.99,9.77252493,19.69831579,-13.92844498,34.01553304,-33.62662741,7.46507878,48.69763084,33.94594174,-13.36492809,5.859151633
HES,Hess Corp,USA,Energy,1797,USD,12/31/2024,0,0,0,,,,,,,,,,,,7473000000,11324000000,10511000000,12896000000,,559000000,2096000000,1382000000,2769000000,,2008000000,3847000000,2897000000,4776000000,,5773000000,9366000000,8249000000,10175000000,,1.804711,7.11,4.49,8.98,31.12229848,-23.39984454,-14.30395547,71.16753654,-18.49750672,39.14892311,94.36337624,4.207171475,-9.100044567,3.89226703
CTRA,Coterra Energy,USA,Energy,915,USD,12/31/2024,0,0,0,,,,,,,,,,,,3449000000,9051000000,5914000000,5458000000,,1158000000,4065000000,1625000000,1121000000,,1566000000,5210000000,2154000000,1386000000,,1937000000,6001000000,2746000000,1995000000,,2.3,5.09,2.14,1.5,32.68280828,25.29911213,-18.12328452,-21.17267325,-3.817040398,25.45346441,42.18160206,10.3828665,2.5382054,0.184631103
MUR,Murphy Oil,USA,Energy,750,USD,12/31/2024,0,0,0,,,,,,,,,,,,2801215000,4220140000,3448854000,3018598000,,-73664000,965047000,661559000,407171000,,1020877000,1931200000,1073523000,694788000,,1279536000,2379279000,1518194000,1001911000,,-0.48,6.13,4.22,2.7,46.64936679,0.439825438,-23.59210843,20.4719728,-52.07929782,116.7765929,67.53878515,2.984528699,-28.94867136,-23.4856015
OKE,ONEOK,USA,Energy,5177,USD,12/31/2024,0,0,0,,,,,,,,,,,,16540000000,22387000000,17677000000,21698000000,,1500000000,1722000000,2659000000,3035000000,,2596000000,2807000000,4230000000,5062000000,,3661000000,3851000000,4979000000,7253000000,,3.35,3.84,5.48,5.17,149.6249037,-3.344255319,3.757171171,49.77185456,-44.01569535,61.28059549,18.45473325,13.31265947,49.98587201,-18.05760978
WMB,Williams Companies,USA,Energy,5829,USD,12/31/2024,0,0,0,,,,,,,,,,,,10627000000,10965000000,10907000000,10503000000,,1517000000,2049000000,3179000000,2225000000,,2631000000,3018000000,4182000000,3339000000,,4753000000,5499000000,6801000000,6166000000,,1.24,1.67,2.6,1.82,32.10531608,1.335687134,-26.27861912,12.95685816,-9.538429427,36.0254241,32.3737521,12.51338337,61.91165746,16.99710211
KMI,Kinder Morgan,USA,Energy,10933,USD,12/31/2024,0,0,0,,,,,,,,,,,,16610000000,19200000000,15334000000,15100000000,,1784000000,2548000000,2391000000,2613000000,,4540000000,4065000000,4263000000,4384000000,,7982000000,7759000000,8146000000,8409000000,,0.78,1.12,1.06,1.17,43.01579573,-11.46186186,-12.90952597,45.17120318,-31.52834227,22.57128056,20.55160555,4.576380531,63.63889716,7.189478003
TRP,TC Energy,Canada,Energy,6668,CAD,12/31/2024,0,0,0,,,,,,,,,,,,9812286137,9022143129,9724329587,10093747098,,1432958796,548262495.8,2141741995,3443498937,,4328928208,3716164243,4315001755,4240971658,,4896247957,4249034342,4887452302,4842008084,,1.363326527,0.469101601,2.01567094,3.247062642,46.26579002,11.31012675,-22.64503586,55.64046179,-20.1486267,18.47054536,-9.372578477,5.82110699,26.03579375,4.556152017
ENB,Enbridge,Canada,Energy,14500,CAD,12/31/2024,0,0,0,,,,,,,,,,,,34501689756,39073964420,31993462135,39194171705,,4536359073,2201112667,4537825015,3988096577,,5720840614,5998636718,6648049247,7211704139,,10640543651,12022927430,12951602005,14121424122,,2.10362749,0.938203201,2.081638353,1.715152727,34.61869813,-3.627258018,-18.87107418,34.78192933,-13.71637572,27.95008395,6.319919632,-0.659171668,22.90929552,4.994131717
REP.MC,Repsol,Spain,Energy,25136,EUR,12/31/2024,0,0,0,,,,,,,,,,,,58162918603,87870495965,68923263159,66788264880,,2921884282,4970360177,3704093399,2053152781,,5525740342,11073695891,4998421490,3048160193,,11811474595,18836156774,14632805836,12751528602,,1.917523098,3.460895348,2.876284647,1.671986604,38.58933919,16.26840047,1.024643069,7.913369309,-35.25217361,28.95218998,49.5205403,-5.48326645,-9.934364886,10.48635139
EQNR,Equinor,Norway,Energy,24126,USD,12/31/2024,0,0,0,,,,,,,,,,,,88744000000,1.49E+11,1.07E+11,1.03E+11,,8563000000,28746000000,11885000000,8806000000,,32951000000,77741000000,35233000000,30354000000,,41865000000,88807000000,48039000000,42627000000,,2.63,9.03,3.93,3.11,40.76199598,18.39525567,0.372319314,-0.020052362,-13.65907158,59.54821278,42.5424446,4.565770262,-17.0038471,6.355860174
SU,Suncor Energy,Canada,Energy,15010,CAD,12/31/2024,0,0,0,,,,,,,,,,,,28682630995,46109022487,38265497130,40226195227,,3019108583,6653180045,6079996527,4409555046,,4614054025,10206624670,6562291610,6622395253,,12870975168,19697869400,16069661707,16400964713,,2.030330365,4.786302269,4.639708019,3.459624305,31.57867259,14.78174756,-22.53059959,23.21173929,-45.99425288,50.91489106,31.56914389,7.428859393,13.18991418,4.416667091
CVE,Cenovus Energy,Canada,Energy,7150,CAD,12/31/2024,0,0,0,,,,,,,,,,,,35777059733,52601681829,40660847179,42311498436,,430254124.3,4727664569,3011778870,2302995671,,2582990689,7587718390,4120764373,3709567501,,6675169183,12558729415,9311666773,9356378019,,0.197902238,2.345508003,1.553899052,1.224061989,22.0418456,-39.46484031,-24.43078448,48.58055422,-38.77024964,99.74868894,60.13554093,-10.97257171,-9.460375981,-10.84259148
PBA,Pembina Pipeline,Canada,Energy,2997,CAD,12/31/2024,0,0,0,,,,,,,,,,,,6323342982,8510529195,4640440990,5412259717,,910350293.8,2177657587,1301756942,1366258412,,1897662569,1902060396,1776722312,2123417714,,1940174901,2289069217,2081638353,2430532668,,1.45861279,3.752812805,2.191584041,2.198913753,54.26953498,19.634703,-14.63696523,31.47013185,-31.17909913,32.85112509,17.98593407,8.873178736,11.70332758,0.215453849
JPM,JPMorgan Chase,USA,Financials,318477,USD,12/31/2024,0,0,0,,,,,,,,,,,,1.22E+11,1.28E+11,1.55E+11,1.69E+11,,48334000000,37676000000,49552000000,58471000000,,,,,,,,,,,,15.36,12.09,16.23,19.75,37.98655014,25.23485961,-7.973235289,48.99246845,-7.066022263,27.41945004,-13.46641417,29.52558649,44.91382971,20.52565626
BAC,Bank of America,USA,Financials,213000,USD,12/31/2024,0,0,0,,,,,,,,,,,,89113000000,94950000000,98581000000,1.02E+11,,31978000000,27528000000,26515000000,27132000000,,,,,,,,,,,,3.57,3.19,3.08,3.21,36.44933099,32.6833085,-16.50951535,49.29268528,-12.9164957,49.00612022,-24.83661382,4.478971925,34.8529387,8.057970969
WFC,Wells Fargo,USA,Financials,215367,USD,12/31/2024,0,0,0,,,,,,,,,,,,79166000000,74368000000,82597000000,82296000000,,22109000000,13677000000,19142000000,19722000000,,,,,,,,,,,0.41,4.99,3.14,4.83,,7.141085075,12.07172239,-22.80888854,22.45127608,-42.53290815,60.80302464,-13.63258167,21.99094643,47.34149661,13.97672579
