,Unnamed: 0,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,Average Rank,Years Appeared,Adjusted Score,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,2022_x,2023_x,2024_x,2025_x,TotalRevenue_2020,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,NetIncome_2020,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,OperatingIncome_2020,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,GrossProfit_2020,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,DilutedEPS_2020,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,ReportDate_2024,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y,2022_y,2023_y,2024_y,2025_y
46,46,BIIB,Biogen Inc,USA,Information Technology,7605.0,USD,63.5,2,0.031496063,30.0,,,,,,97.0,,,,,10981700000.0,10173400000.0,9835600000.0,9675900000.0,,1556100000.0,3046900000.0,1161100000.0,1632200000.0,,2808000000.0,2901900000.0,1831100000.0,2218900000.0,,8872000000.0,7895100000.0,7302200000.0,7365500000.0,,10.4,20.87,7.97,11.18,12/31/2024,-5.580345598316361,11.45826015001468,-8.603458012743548,-0.2796073920311122,-18.551459968051752,-2.3358042503680734,15.311272315542745,-6.490088266409083,-41.68737231516758,-18.90275279114641
47,47,BIM.PA,Biomerieux SA,France,Health Care,14147.0,EUR,54.4,5,0.091911765,,,33.0,26.0,38.0,,,,97.0,78.0,,3882921311.0,4127659672.0,4226107058.0,4577228400.0,,691316865.1,520299034.7,411270855.0,497067291.8,,970672823.4,719608987.7,654284086.8,733640040.4,,2301092636.0,2310063309.0,2365957503.0,2547786144.0,,5.819436595,4.393329604,3.461759714,4.186314073,12/31/2024,28.76586917913695,57.90696624325234,-24.971187383608004,40.76587245981672,47.94146325046315,9.448246993454273,-21.206656779027508,2.8977831144838917,2.70338012581432,17.777058378427196
48,48,BNP.PA,BNP Paribas SA,France,Financials,178000.0,EUR,54.7,10,0.182815356,35.0,42.0,36.0,24.0,31.0,46.0,76.0,71.0,90.0,96.0,,64813112517.0,66103509327.0,68700404156.0,75756183506.0,,10912018660.0,11326049722.0,12622196963.0,13442208484.0,,,,,,,,,,,,8.34962642,8.648648853,9.867740314,11.00632573,12/31/2024,22.811066677703582,7.935151522266068,-33.680663057208854,46.11172486879524,-18.599619946797237,45.091990578132624,-6.471241446462074,24.193726791746943,-0.3885886678911323,30.62210763876243
49,49,BWA,Borgwarner Inc,USA,Consumer Discretionary,38300.0,USD,64.0,1,0.015625,,,,,,,,,,64.0,,11803000000.0,12635000000.0,14198000000.0,14086000000.0,,537000000.0,944000000.0,625000000.0,338000000.0,,1099000000.0,1083000000.0,1263000000.0,1303000000.0,,2173000000.0,2369000000.0,2568000000.0,2648000000.0,,2.239582,3.99,2.67,1.5,12/31/2024,-7.3237431421139965,29.72864262040613,-31.818965133074347,29.76982934960154,-9.195440800461258,16.672671560875596,-9.976324292630109,1.121053772400676,-10.051477280896696,3.356624973426755
50,50,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,USD,7.4,5,0.675675676,,,,,,18.0,10.0,3.0,2.0,4.0,,5209800000.0,5558900000.0,6076800000.0,6545400000.0,,526100000.0,593300000.0,703300000.0,779900000.0,,692000000.0,643100000.0,771200000.0,1002300000.0,,2511700000.0,2558000000.0,2901700000.0,3233700000.0,,0.355,0.417,0.504,0.558,6/30/2024,10.955019395535777,-16.714374265884672,4.316795308712159,24.25211211700286,-5.196289190652411,2.783167491368409,16.647693325255187,15.47665472299737,46.33420880910333,22.689800903517288
51,51,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,GBP,53.125,8,0.150588235,27.0,41.0,62.0,,65.0,35.0,84.0,25.0,,86.0,,28014025927.0,27786957803.0,27942815213.0,27352975531.0,,1711744318.0,2559554887.0,1148776603.0,1416152678.0,,4454028583.0,4495680132.0,4615260386.0,4682440305.0,,20840554252.0,20379700012.0,20248027372.0,20144570298.0,,0.167949796,0.253940091,0.115549459,0.142421427,3/31/2025,-21.44792386364702,-26.82648651133816,-13.867786019663916,-18.37243347196901,-29.83821242904574,24.46134948667007,-33.08870527192857,9.208561638900504,15.719103071139068,32.70962990299619
52,52,1211.HK,Byd Co Ltd,China,Consumer Discretionary,968900.0,CNY,93.0,3,0.032258065,,,,,85.0,94.0,100.0,,,,,30069893738.0,58995636801.0,83794568350.0,108111000000.0,,423648861.5,2312527559.0,4179300385.0,5600215111.0,,1056925298.0,3196505582.0,5344016028.0,7572393475.0,,3915512821.0,10050772871.0,15569895606.0,21015002759.0,,0.147468003,0.794379526,1.435726218,1.925431285,12/31/2024,-3.6458411890575726,65.6934418948731,-27.530959293613872,-20.506874019744227,401.2853554775932,27.66990293915101,-28.10623212405306,12.251307900474394,25.584600227107817,42.97052475877013
53,53,CCO.TO,Cameco Corp,Canada,Energy,,CAD,51.5,2,0.038834951,32.0,71.0,,,,,,,,,,1073551045.0,1359605645.0,1883471486.0,2282337509.0,,-74659552.62,65055715.53,262638560.1,125081335.0,,-80935709.29,11328815.78,207469811.1,372039329.3,,1407640.843,169798314.3,408802482.8,569593788.2,,-0.189238169,0.160124605,0.604106463,0.283857254,12/31/2024,-12.973399043071806,-14.968378393463045,31.606351748294088,-22.805897999346087,49.12512458279653,63.00904319725472,5.835667051694693,84.59177823558842,28.51665457493387,29.287068804243287
54,54,CPB,Campbell Soup Co,USA,Consumer Discretionary,14400.0,USD,89.0,3,0.033707865,,,,85.0,93.0,,89.0,,,,,8476000000.0,8562000000.0,9357000000.0,9636000000.0,,1002000000.0,757000000.0,858000000.0,567000000.0,,1270000000.0,1148000000.0,1312000000.0,1226000000.0,,2811000000.0,2627000000.0,2917000000.0,2971000000.0,,3.29,2.51,2.85,1.89,7/31/2024,19.03915715389238,-18.472122551230772,-28.286863084824937,55.74479139538136,-0.030753262385925,-7.561081200018503,34.998341084176175,-21.005971952647705,-0.8753995257824195,-22.67377053672045
55,55,CM.TO,Canadian Imperial Bank of Commerce,Canada,Financials,48726.0,CAD,89.0,1,0.011235955,,,89.0,,,,,,,,,14527668681.0,15840690440.0,16957923477.0,18578821180.0,,4679277653.0,4527159278.0,3639923401.0,5178575284.0,,,,,,,,,,,,5.065760221,4.86196527,3.76292821,5.298668737,10/31/2024,27.07750046872978,16.554845163243677,-12.868636500018566,12.8711571533978,6.88686944484396,40.96288137000288,-22.669185232961517,22.77392331783371,50.46435271146231,6.378963912889901
56,56,CNR.TO,Canadian National Railway Co,Canada,Communication Services,24911.0,CAD,32.0,2,0.0625,,,,,54.0,10.0,,,,,,10536926829.0,12451143694.0,12248076581.0,12406745508.0,,3565683811.0,3725080577.0,4094095007.0,3237428371.0,,4048968982.0,4978419528.0,4801554624.0,4603582385.0,,4417255572.0,5383098074.0,5204777492.0,5070855095.0,3.639195561,5.022089875,5.415122995,6.208467628,,12/31/2024,20.81131472088037,16.050677209103668,-0.9620421019253684,19.96394872547632,20.39803624666571,12.448995709301036,4.452835080544601,4.929625573256952,-10.637139025987024,-2.924834491670512
57,57,CP.TO,Canadian Pacific Railway Ltd,Canada,Financials,19992.0,CAD,34.0,1,0.029411765,,,,,,,34.0,,,,,5819073703.0,6415173936.0,9138020055.0,10587147727.0,,2075797148.0,2559810158.0,2858224194.0,2706105819.0,,2333452194.0,2422976405.0,3193758025.0,3769478763.0,,2333452194.0,2422976405.0,3193758025.0,3769478763.0,,3.042367489,2.743953453,3.064202663,2.896799667,12/31/2024,10.683851602511243,20.23006604983249,6.643256017701417,41.4767254553669,35.2122512872635,3.667109435038834,10.833880179350713,3.413065489934286,-0.3777414292735526,4.811092644222397
58,58,CSIQ,Canadian Solar Inc,Canada,Real Estate,17113.0,USD,84.5,2,0.023668639,,,,,84.0,85.0,,,,,,5277169000.0,7468610000.0,7613626000.0,5993409000.0,,95248000.0,239968000.0,274187000.0,36051000.0,,181781000.0,356061000.0,453320000.0,-30081000.0,,909312000.0,1263136000.0,1279983000.0,999319000.0,2.38,1.46,3.44,3.87,,12/31/2024,-56.17128498052569,36.51821934879258,-14.840986878833936,55.58719084407506,126.65473578615858,-40.23601242600947,-2.1842371976091663,-16.677255642764987,-56.42219890278236,-10.748900669823849
59,59,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973.0,CAD,94.5,4,0.042328042,,,,91.0,,99.0,98.0,90.0,,,,11858027601.0,12963251293.0,12123252174.0,11905846631.0,,820711383.0,759936817.1,155248082.6,646102780.0,,1383549369.0,1365717310.0,914675412.4,948519931.1,,4247086788.0,4438290123.0,4151303161.0,4089509620.0,,13.37768288,12.80996838,2.751231844,11.58719867,12/31/2024,21.549721726195536,19.087338013366235,-11.324384790854698,1.614574646630896,24.5630690297026,11.306593068342591,-20.202745477822354,2.8548754372462017,13.555324339823008,24.172284284185537
60,60,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,SGD,68.0,7,0.102941176,93.0,,98.0,33.0,63.0,58.0,75.0,56.0,,,,1777450387.0,2229370830.0,2158055769.0,2182085844.0,,1045695845.0,667415954.4,140304631.5,371303417.1,,263555661.4,389907346.2,646486534.2,603077366.5,,820123205.3,999961186.1,976706274.7,980582093.3,-0.083278938,0.291461555,0.127902012,0.02713073,,12/31/2024,,,,,,3.366553871508323,18.76265652083922,-10.199783488844432,-6.9333878931662,-5.885021984299034
61,61,CAS.TO,Cascades Inc,Canada,Materials,9600.0,CAD,33.5,6,0.179104478,,,,,49.0,17.0,18.0,20.0,38.0,59.0,,2879331528.0,3250529475.0,3375717803.0,3421571667.0,,117909936.2,-24746529.82,-55315772.53,-22563012.48,,99713958.38,104808832.2,199427916.8,145567822.5,,1145618763.0,1186377753.0,1380710796.0,1349413714.0,,1.157264189,-0.247465298,-0.553157725,-0.225630125,12/31/2024,-2.797813013239069,14.259118443044166,-26.38584101826334,13.21079892263675,33.244779903797536,-1.8547336988318144,-35.768913466327454,56.13853710964965,-0.9124423858419703,-21.973794614311025
62,62,CLS,Celestica Inc,Canada,Consumer Staples,21914.0,USD,89.5,2,0.022346369,85.0,,,94.0,,,,,,,,5634700000.0,7250000000.0,7961000000.0,9646000000.0,,103900000.0,180100000.0,244400000.0,428000000.0,,178000000.0,296000000.0,350400000.0,618700000.0,,487000000.0,649700000.0,754100000.0,1033700000.0,,0.82,1.18,2.03,3.61,12/31/2024,8.815427069619886,-11.63575172334824,-16.761906941731773,-5.172411714146312,-3.369442509106671,35.33742637107364,1.166966880022039,158.6572568551662,227.58380479831385,46.87061687882076
63,63,CMIG4.SA,CEMIG,Brazil,Utilities,5028.0,BRL,18.66666667,3,0.160714286,,,18.0,19.0,19.0,,,,,,,6097056714.0,6245106864.0,6677659749.0,7215859192.0,,679725962.5,741519231.9,1044505585.0,1289685331.0,,1042512253.0,-97673232.15,300993021.5,509567957.0,,1218287829.0,492352823.3,690779890.5,570092742.8,,0.236969396,0.337054196,0.364235986,0.451217714,12/31/2024,43.94901825892583,-6.601655952035308,116.4451371512948,4.868212575731411,12.96446888396488,8.615474868764435,31.26663149589355,15.830302312586038,40.96638706936077,4.714447997467895
64,64,CNA.L,Centrica PLC,United Kingdom,Utilities,21038.0,GBP,12.0,2,0.166666667,11.0,13.0,,,,,,,,,,19810014305.0,31898368802.0,35548925562.0,26755074258.0,,1625754023.0,-1050693922.0,5278997979.0,1789673023.0,,-99426279.07,232442517.3,10145511260.0,2617329617.0,,2188721738.0,2747658658.0,12929447074.0,5491286521.0,,0.275437665,-0.178698583,0.932457266,0.33724319,12/31/2024,8.140896704635347,-41.66244651238866,-2.6741079545931035,-32.374756173498895,-48.6783073247237,51.23912269645759,33.18633303177729,45.06763002577824,-5.998336773354369,25.190983735568288
65,65,CSCO,Cisco Systems Inc,USA,Information Technology,,USD,29.2,10,0.342465753,57.0,3.0,7.0,14.0,4.0,13.0,28.0,48.0,64.0,54.0,,49818000000.0,51557000000.0,56998000000.0,53803000000.0,,10591000000.0,11812000000.0,12613000000.0,10320000000.0,,13719000000.0,13975000000.0,15562000000.0,12970000000.0,,31894000000.0,32248000000.0,35753000000.0,34828000000.0,,2.5,2.82,3.07,2.54,7/31/2024,17.57684664973685,30.61991966226168,13.964066912425771,15.739250380874251,-4.96700763599592,46.60057830022416,-21.8833811875273,8.793514872810505,21.047058805224808,15.221979964136596
66,66,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,SGD,33.5,10,0.298507463,10.0,30.0,100.0,25.0,36.0,40.0,5.0,28.0,22.0,39.0,,2035465954.0,2552934240.0,3830177686.0,2535713203.0,,65666443.38,996334970.2,245969522.3,156052857.5,,176003245.9,137502414.7,511833621.3,320648019.0,,757887636.5,966588062.8,1277912413.0,1133240509.0,-1.649548375,0.061237933,1.046471009,0.258129515,,12/31/2024,9.826784237021725,52.17610188057947,-34.1893404673604,36.66982576949215,-26.02968794082477,-13.72146857618543,26.54554730606659,-17.078470525280643,-22.211474067895605,-0.345211854882785
67,67,CLH,Clean Harbors Inc,USA,Industrials,22796.0,USD,13.0,1,0.076923077,,,,,,,,,13.0,,,3805566000.0,5166605000.0,5409152000.0,5889952000.0,,203247000.0,411744000.0,377856000.0,402299000.0,,347887000.0,634747000.0,612439000.0,670232000.0,,1195729000.0,1622675000.0,1663028000.0,1824239000.0,,3.71,7.56,6.95,7.42,12/31/2024,35.40146859353128,-3.0411461834261986,-11.372402336952357,76.36811116429499,-12.723267299222693,28.16956521435324,13.994607982033925,51.85346091833959,32.84082359417855,-0.58353406868361
68,68,KO,Coca-Cola Enterprises Inc,USA,Materials,69700.0,USD,13.0,1,0.076923077,13.0,,,,,,,,,,,38655000000.0,43004000000.0,45754000000.0,47061000000.0,,9771000000.0,9542000000.0,10714000000.0,10631000000.0,,11039000000.0,12042000000.0,13098000000.0,14022000000.0,,23298000000.0,25004000000.0,27234000000.0,28737000000.0,,2.25,2.19,2.47,2.46,12/31/2024,1.1019989964320462,14.271836128019832,6.3656802311722105,21.476972867069595,1.7768839972966886,11.724928303246845,11.342948379020818,-4.35935840571383,8.715132523993654,13.479009489515132
69,69,CCEP,Coca-Cola European Partners PLC,United Kingdom,Consumer Staples,41000.0,EUR,57.5,2,0.034782609,,48.0,67.0,,,,,,,,,15828637522.0,19919494433.0,21048879164.0,23505463466.0,,1129384731.0,1734330116.0,1919494007.0,1630822350.0,,1956296769.0,2568142671.0,2801610187.0,2915468729.0,,5849338839.0,7158137030.0,7728579826.0,8293272192.0,,2.47268551,3.783783873,4.17481321,3.542265754,12/31/2024,-7.472023730658829,30.95880535254817,17.66033622660811,15.050132571988556,-1.2658526049757264,15.130537077687306,2.3662055549996874,24.25347740673988,17.74043956886829,22.0802501740255
70,70,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,CAD,70.33333333,6,0.085308057,,,,,88.0,68.0,81.0,45.0,73.0,67.0,,1827205883.0,2111209432.0,2171965074.0,2166430586.0,,292239776.8,308093568.4,285511632.1,244214768.7,,506051978.0,561875782.2,582707993.3,559531412.4,,1536814817.0,1791244808.0,1812325940.0,1813920636.0,,6.113848543,6.616057531,6.368592232,5.698980249,8/31/2024,10.581141956643611,33.17100886835934,-22.260341041190948,76.78191891122114,-10.775066499450007,4.971780877469692,-20.65412455349395,-19.693080910720045,18.57196612907981,4.673218492053928
71,71,CL,Colgate-Palmolive Co,USA,Consumer Staples,34000.0,USD,53.0,1,0.018867925,,53.0,,,,,,,,,,17421000000.0,17967000000.0,19457000000.0,20101000000.0,,2166000000.0,1785000000.0,2300000000.0,2889000000.0,,3910000000.0,3617000000.0,4085000000.0,4330000000.0,,10375000000.0,10248000000.0,11326000000.0,12161000000.0,,2.55,2.13,2.77,3.51,12/31/2024,2.313428514873939,17.668150203736914,-19.034198729286285,19.07005783129744,26.00871795536987,2.055420596967354,-4.556838099329276,3.782769816215103,16.529231077191493,-1.524840294888961
72,72,COLO-B.CO,Coloplast A/S,Denmark,Health Care,16741.0,DKK,74.0,4,0.054054054,,,,,,,83.0,43.0,78.0,92.0,,2995246384.0,3481399573.0,3777593762.0,4167688138.0,,743954689.8,725606377.2,737478814.8,778955252.4,,979861565.5,1065435628.0,1055413441.0,1123410128.0,,2052698194.0,2394377695.0,2517573508.0,2816851446.0,,3.489263136,3.409085636,3.422962511,3.463051261,9/30/2024,-11.628225402459472,6.134712561644699,25.891152025904496,39.88654466425975,15.174431606604644,25.61717154259476,-27.79864212651483,-2.997321260641235,2.3128907932281013,-22.285141566987846
73,73,CMA,Comerica Inc,USA,Financials,7860.0,USD,53.0,3,0.056603774,,,,40.0,67.0,52.0,,,,,,2967000000.0,3534000000.0,3592000000.0,3244000000.0,,1168000000.0,1151000000.0,881000000.0,698000000.0,,,,,,,,,,,,8.35,8.47,6.44,5.02,12/31/2024,70.95099796912662,27.802465238630987,-20.63190640951075,9.724087866174791,-17.256304475462578,59.29054868362302,-21.572815156828156,-11.62362623095514,16.697372283377852,-5.51291765190533
74,74,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,EUR,71.16666667,6,0.084309133,,,,67.0,59.0,67.0,60.0,85.0,89.0,,,11092582206.0,11949396487.0,13584819183.0,14217366639.0,,494537102.0,1650373817.0,2557791895.0,3078780981.0,,,,,,,,,,,,0.264519845,1.138585421,1.874640642,2.39217947,12/31/2024,-20.58228622293504,72.10294438774599,-53.6692803578671,-4.583185961366475,-5.117123465027511,25.733082482222564,31.31224009184616,24.450002865162084,47.830831325936494,82.84180305921953
75,75,CBA.AX,Commonwealth Bank of Australia,Australia,Financials,49682.0,AUD,11.33333333,3,0.264705882,4.0,6.0,24.0,,,,,,,,,15183279297.0,15014375629.0,17495712332.0,17605306314.0,,6563390223.0,6891527500.0,6445415524.0,6056034550.0,,,,,,,,,,,,3.479286615,3.848682804,3.730708105,3.595971973,6/30/2024,2.076071478156185,2.7189169848456047,-5.149496562944282,18.687320110650727,8.647152485068686,29.08077987775985,4.553252488884294,12.66874393600215,43.82226325797765,21.98157844265357
76,76,ACA.PA,Credit Agricole SA,France,Financials,80518.0,EUR,17.0,1,0.058823529,,17.0,,,,,,,,,,24608396212.0,23744681413.0,26974123698.0,29129385393.0,,6721104242.0,6102357821.0,7300747729.0,8150661492.0,,,,,,,,,,,,2.111558417,1.882691246,2.234617649,2.425531972,12/31/2024,9.58139105066338,17.247231454254678,-26.37092402355626,48.72937086619149,-20.269230048995013,27.999554307858592,-14.08385812073177,42.401807131811445,10.50807694250905,23.770003975272864
77,77,DHR,Danaher Corporation,USA,Health Care,61000.0,USD,69.0,3,0.043478261,,,,55.0,53.0,,,99.0,,,,24802000000.0,26643000000.0,23890000000.0,23875000000.0,,6433000000.0,7209000000.0,4764000000.0,3899000000.0,,6387000000.0,7536000000.0,5202000000.0,4863000000.0,,15239000000.0,16188000000.0,14034000000.0,14206000000.0,,8.61,9.66,6.38,5.29,12/31/2024,76.53210041539627,19.095071017032478,9.979307763327933,51.06908367792718,43.931107188565896,46.44347762368314,-18.553034054971683,-2.120618789956929,0.339553738158458,-14.819372857666217
78,78,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,DKK,5.5,2,0.363636364,7.0,4.0,,,,,,,,,,7302011648.0,6792576146.0,8185351838.0,8698487839.0,,1992102506.0,-706178752.2,3278334635.0,3643296449.0,,,,,,,,,,,,2.251137507,-0.832612503,3.808431262,4.286412513,12/31/2024,22.281310979282072,17.277817607835843,-44.484171581465866,-9.839730731631352,-7.320444454167968,13.74644974649734,23.43836989357326,37.203038937145095,25.245043746333216,25.46278657132722
79,79,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,EUR,19.8,10,0.505050505,2.0,11.0,1.0,38.0,21.0,55.0,9.0,10.0,20.0,31.0,,5589534347.0,6515468814.0,6844623509.0,7146176132.0,,889821757.7,1071305373.0,1208625676.0,1380333558.0,,1200575072.0,1511673411.0,1492927005.0,1581023614.0,,4680621157.0,5458194494.0,5727889727.0,5977343442.0,,0.667050045,0.805060399,0.908568164,1.035077655,12/31/2024,-0.4253569596087729,23.32656700238792,15.116747180544005,44.37950111370182,14.214160291478027,59.21288596847825,-35.298896568067235,30.77747184890757,-25.03162756243847,-6.997845109412551
80,80,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,GBP,55.5,2,0.036036036,,12.0,99.0,,,,,,,,,325419524.2,334959072.6,357397165.3,373117266.2,,338989867.7,-376879341.6,-640090261.5,155723050.6,,206511068.8,211482382.8,207451587.7,211751102.4,,256358568.2,260389363.3,259986283.8,266972995.3,,3.015572172,-3.356846157,-5.700216067,1.382965798,12/31/2024,-23.77203213002315,12.589948674639734,-9.154509615247608,40.694621849068405,-22.081267413087417,9.242504296778357,-30.80198788695874,-1.1374611029223811,-15.478084903136924,4.070010001020586
81,81,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,EUR,30.0,1,0.033333333,,,30.0,,,,,,,,,5018286490.0,6009545858.0,7011040994.0,8077516005.0,,1391259377.0,1718688942.0,1982748753.0,2240943124.0,,1911558412.0,2483496321.0,2918458953.0,3295687255.0,,2587464121.0,3444853446.0,4148476234.0,4712823573.0,,7.567567747,9.338700624,10.74180589,12.16791288,12/31/2024,-1.293035695022481,29.069742746298733,11.213978824613758,36.9228170713244,1.4972977133193253,6.9082698924554125,11.940121294169815,18.32223615506118,22.082002212019603,24.738520345681376
82,82,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,USD,50.33333333,3,0.059602649,26.0,64.0,61.0,,,,,,,,,17622553769.0,18741509800.0,20555000000.0,20269000000.0,,3681457082.0,3940665632.0,4445000000.0,3870000000.0,,5163727960.0,5347613041.0,5547000000.0,6001000000.0,,10649929416.0,11496943528.0,12266000000.0,12198000000.0,,1.569463,1.694401,1.957,1.728,6/30/2024,14.086898794559394,28.722377392958197,2.130969019282148,14.89920077548006,-6.214511727381777,38.01865709640705,-9.75823245478522,-21.863256497086525,-12.287869546502508,-27.06648254093509
83,83,DNB.OL,DNB ASA,Norway,Financials,11188.0,NOK,31.0,2,0.064516129,28.0,34.0,,,,,,,,,,5483669810.0,6473383605.0,8043936735.0,8397271588.0,,2507598350.0,3302280018.0,3908364628.0,4531378423.0,,,,,,,,,,,1.191973001,1.558276996,2.081002697,2.458196811,,12/31/2024,23.7224554198885,23.924606344889465,-4.796458869542856,26.02844341171169,1.9726690745411688,32.406665392573565,1.0751044514658448,18.683573841262103,15.011140612308257,26.184027271537303
84,84,ECL,Ecolab Inc,USA,Materials,48000.0,USD,36.25,4,0.110344828,50.0,,,32.0,,,33.0,30.0,,,,12733100000.0,14187800000.0,15320200000.0,15741400000.0,,1129900000.0,1091700000.0,1372300000.0,2112400000.0,,1701200000.0,1703000000.0,2103700000.0,2613500000.0,,5117300000.0,5356800000.0,6165300000.0,6841700000.0,,3.91,3.81,4.79,7.37,12/31/2024,5.108510704688691,14.920895892563864,8.808396685708477,32.99566733211679,12.193188291727916,8.293511243170979,-37.12263869610717,36.545967151430006,20.53490684742765,13.847388452645038
85,85,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,EUR,38.5,2,0.051948052,,,,,,,,,39.0,38.0,,2024764855.0,2735356016.0,2913002944.0,3089875864.0,,753816004.0,708718820.7,355392762.9,-639648088.7,,672056370.1,1034978748.0,990000023.4,126928122.6,,1672738395.0,2353674581.0,2574863776.0,2668004663.0,0.715021294,0.782054073,0.715021294,0.35095573,,12/31/2024,-15.379233960430447,15.71165853792404,9.97088738859562,39.57219874888533,119.46568416942684,-5.887443477925974,-5.941494278681295,-9.40154602050332,-47.59515133788837,-1.9093838685015816
86,86,EW,Edwards Lifesciences Corp,USA,Health Care,15800.0,USD,81.0,1,0.012345679,,81.0,,,,,,,,,,5232500000.0,4464000000.0,5010000000.0,5439500000.0,,1503100000.0,1521900000.0,1402400000.0,4174600000.0,,1586800000.0,1539100000.0,1486200000.0,1480100000.0,,3983600000.0,3740300000.0,4031600000.0,4322000000.0,,2.38,2.44,2.3,6.97,12/31/2024,19.974395126252805,20.159914713454214,34.67944194065078,52.9984937582953,16.921742212767967,42.819664126536885,-42.19416101609556,0.3157451085705671,-1.9157147983436889,1.3591739596466514
87,87,4523.T,Eisai Co Ltd,Japan,Health Care,10917.0,JPY,40.66666667,6,0.147540984,,,,73.0,,16.0,32.0,53.0,35.0,35.0,,5171695563.0,5090833323.0,5072703604.0,5398566669.0,,327948905.5,379089622.0,290013955.8,317547056.2,,367586722.1,273826462.4,365241005.9,371874664.0,,3976057345.0,3874644443.0,4010401913.0,4244125519.0,,1.143793103,1.322012823,1.01118833,1.119925611,3/31/2025,-13.322308113579243,-3.2197280380879225,34.98568935104714,1.6279716316656534,-7.105671767030048,-9.58859417036328,35.490649808452204,-15.869272161601366,-37.34552451403929,-7.244109325711479
88,88,ELUX-B.ST,Electrolux AB,Sweden,Consumer Staples,41000.0,SEK,36.0,1,0.027777778,,,,36.0,,,,,,,,12949446856.0,13902789853.0,13858570570.0,14033695421.0,,482186024.1,-136059331.3,-538774336.9,-143686899.9,,677719775.2,-109259766.0,-385501438.7,78337190.75,,2472156820.0,1824741168.0,1766194426.0,2092324520.0,2.358361742,1.681157344,-0.495791957,-1.995536859,,12/31/2024,15.455171402757658,21.00676299007079,-25.81602122573067,29.34378466954027,4.290666198258964,29.17299377034649,-31.30176279422303,-23.7981122169592,-15.57188533380827,-29.866206532187476
89,89,LLY,Eli Lilly and Co,USA,Health Care,47000.0,USD,41.5,2,0.048192771,,,37.0,46.0,,,,,,,,28318400000.0,28541400000.0,34124100000.0,45042700000.0,,5581700000.0,6244800000.0,5240400000.0,10590000000.0,,7933000000.0,8653300000.0,10787300000.0,17501700000.0,,21005600000.0,21911600000.0,27041900000.0,36624400000.0,,5.852967,6.572215,5.8,11.71,12/31/2024,-9.444579245771758,17.212740700082737,38.609828076035896,16.965111962979957,29.285088277300552,66.51991737573671,35.14088391929757,60.72453232919264,34.19664074414287,-0.9018134330134822
90,90,ELISA.HE,Elisa Oyj,Finland,Communication Services,6162.0,EUR,59.0,1,0.016949153,,,,,,,,,59.0,,,2297757386.0,2449108741.0,2507763142.0,2520414091.0,,395169647.1,430247278.7,431512373.6,412190924.1,,493387015.7,540195527.4,548706165.9,558481899.4,,1419551500.0,1505117919.0,1567107570.0,1618861453.0,,2.47268551,2.679701041,2.691201904,2.564692413,12/31/2024,-8.298556897991007,10.774074647948838,14.350153827240216,42.874217633388376,-5.925488642314962,24.415240265045927,-5.290690336750767,-12.607769763767282,5.133186852942403,14.482096908073595
91,91,ENG.MC,Enagas SA,Spain,Utilities,1395.0,EUR,8.0,2,0.25,6.0,10.0,,,,,,,,,,1122123086.0,1100747582.0,1043783808.0,1041456034.0,,464434743.6,432172523.2,393936754.6,-344231175.5,,665292712.7,551120197.1,353644631.7,330940778.4,,1065706753.0,1041345626.0,979453732.2,973183461.8,1.95284651,1.776078248,1.653709067,1.507993135,,12/31/2024,-1.4625284193190595,4.8647942748249,3.9678419950592647,6.026251605451241,-17.4895000532241,22.6159426896541,-16.889429856879424,8.413350950293747,-15.394223906223598,21.8487434018157
92,92,ENB.TO,Enbridge Inc,Canada,Energy,14500.0,CAD,32.33333333,3,0.092783505,46.0,39.0,12.0,,,,,,,,,34260114854.0,38800375237.0,31769449412.0,38919740851.0,,4504596266.0,2185700854.0,4506051944.0,3960172610.0,,5680784271.0,5956635295.0,6601500748.0,7161209026.0,,10566040393.0,11938744959.0,12860917114.0,14022548337.0,,2.088898252,0.931634064,2.067063079,1.703143523,12/31/2024,29.9723513484576,-9.609472429433144,-9.192147627895102,30.492669370377733,-15.371076788623911,28.35271393724809,11.650316458436878,-3.762471912976629,35.53539646286817,3.650993031538121
