,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Sum of Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,TotalRevenueIncr_2022,TotalRevenueIncr_2023,TotalRevenueIncr_2024,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,NetIncomeIncr_2022,NetIncomeIncr_2023,NetIncomeIncr_2024,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,OperatingIncomeIncr_2022,OperatingIncomeIncr_2023,OperatingIncomeIncr_2024,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,GrossProfitIncr_2022,GrossProfitIncr_2023,GrossProfitIncr_2024,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,DilutedEPSIncr_2022,DilutedEPSIncr_2023,DilutedEPSIncr_2024,2015_Stock_Performance,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
529,BASFY,BASF,Germany,Materials,111408,EUR,12/31/2024,0,0,0,0,,,,,,,,,,,91898463693,1.02E+11,80561692986,76303388643,10.99206222,-21.01794805,-5.285768192,6457609799,-733101818.6,263074815.3,1517649379,-111.3525258,-135.8851675,476.8888889,9202941649,8606638734,3809323325,3901691816,-6.479481646,-55.73970928,2.424800499,23147076080,24631987259,19528335843,19976147640,6.415113399,-20.71960887,2.293138548,1.753832102,-0.204613745,0.073076338,0.423842758,-111.6666667,-135.714286,479.9999967,-4.162494047,31.48840397,24.70262247,-34.23445506,13.21553,10.75331607,-9.237574929,-25.35272856,10.97013421,-11.85924103,14.53382279
530,GLEN.L,Glencore,Switzerland,Materials,84146,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2.04E+11,2.56E+11,2.18E+11,2.31E+11,25.49019608,-14.84375,5.963302752,4974000000,17320000000,4280000000,-1634000000,248.2106956,-75.2886836,-138.1775701,10388000000,24831000000,8699000000,4441000000,139.0354255,-64.96717812,-48.94815496,12381000000,27517000000,10783000000,6650000000,122.2518375,-60.81331541,-38.32885097,0.37,1.32,0.34,-0.13,256.7567568,-74.24242424,-138.2352941,-70.16855978,213.3898989,39.14199684,-25.58836619,-15.97372231,0.021146127,58.92945448,45.02640398,-15.34679099,-25.82332269,-19.69187333
531,AAL.L,Anglo American,United Kingdom,Materials,55542,USD,12/31/2024,0,0,0,0,,,,,,,,,,,41554000000,35118000000,30652000000,27290000000,-15.48828031,-12.71712512,-10.96828918,8562000000,4514000000,283000000,-3068000000,-47.27867321,-93.73061586,-1184.09894,17238000000,10921000000,6552000000,4948000000,-36.64578257,-40.005494,-24.48107448,13482000000,25661000000,19592000000,15044000000,90.33526183,-23.65067612,-23.21355655,1.67,6.84,3.68,0.23,309.5808383,-46.19883041,-93.75,-74.98550125,296.7846704,32.89022296,12.52083703,26.588917,11.91294083,22.39177975,6.974054363,-39.01903017,17.74192375,-8.09611958
532,RIO.L,Rio Tinto,United Kingdom,Materials,60000,USD,12/31/2024,0,0,0,0,,,,,,,,,,,63495000000,55554000000,54041000000,53658000000,-12.50649657,-2.723476257,-0.708721156,21115000000,12392000000,10058000000,11552000000,-41.3118636,-18.83473209,14.85384768,30100000000,19414000000,15712000000,14784000000,-35.50166113,-19.0687133,-5.906313646,44934000000,34270000000,32401000000,30280000000,-23.73258557,-5.453749635,-6.546094256,12.95,7.621,6.165,7.072,-41.15057915,-19.10510432,14.71208435,-35.05547385,61.23359489,24.47564037,-4.534977431,23.51942618,22.72282464,-12.17653717,17.9359766,0.471664417,-20.51428355,-10.22226882
533,VALE,Vale,Brazil,Materials,64616,BRL,12/31/2024,0,0,0,0,,,,,,,,,,,9950886320,8004053161,7628854611,6948202448,-19.56441965,-4.687606922,-8.922075432,4097971514,3430282415,1457523128,1125778229,-16.29316106,-57.51011282,-22.76086689,5631082087,3248982094,2895510369,2026802485,-42.3027041,-10.87946054,-30.00189166,5983640919,3617060088,3230724257,2517938300,-39.55084978,-10.68093484,-22.0627296,0.816125314,0.739442398,0.334118417,0.262912853,-9.395973227,-54.8148148,-21.31147533,-57.06139709,141.8218391,61.91463652,7.976806392,4.623201234,32.80069191,-5.21506528,27.08901738,3.522401807,-39.03474912,15.0152178
534,MT,ArcelorMittal,Luxembourg,Materials,125416,USD,12/31/2024,0,0,0,0,,,,,,,,,,,76571000000,79844000000,68275000000,62441000000,4.274464223,-14.48950453,-8.544855364,14956000000,9302000000,919000000,1339000000,-37.80422573,-90.12040421,45.70184984,16812000000,10221000000,2097000000,3108000000,-39.2041399,-79.4834165,48.21173104,19234000000,12535000000,4737000000,5788000000,-34.82894874,-62.20981252,22.18703821,13.49,10.18,1.09,1.69,-24.53669385,-89.29273084,55.04587156,-60.73059754,80.24693376,45.73749092,-37.72783919,-9.249376867,30.65774578,30.17731975,-18.01615023,7.892484134,-17.14446968,35.20760854
535,OLN,Olin Corp,USA,Materials,7676,USD,12/31/2024,0,0,0,0,,,,,,,,,,,8910600000,9376200000,6833000000,6540100000,5.225237358,-27.1239948,-4.286550563,1296700000,1326900000,460200000,108600000,2.328988972,-65.3176577,-76.40156454,1878700000,1804300000,801700000,329800000,-3.960185234,-55.567256,-58.86241736,2294200000,2181900000,1165500000,737500000,-4.894952489,-46.58325313,-36.72243672,7.96,8.94,3.57,0.91,12.31155779,-60.06711409,-74.50980392,-20.74114323,58.24848321,41.40813873,-43.77165236,-9.371187352,52.05223134,135.4143357,-6.634388128,3.262060077,-37.15460852,-38.98388589
536,SPG,Simon Property Group,USA,Real Estate,2600,USD,12/31/2024,0,0,0,0,,,,,,,,,,,5116789000,5291447000,5658836000,5963798000,3.41342979,6.943072471,5.389129496,2249631000,2139535000,2283126000,2370896000,-4.893958165,6.711318114,3.844290679,2413190000,2583553000,2807022000,3092796000,7.059659621,8.649677402,10.18068259,4145725000,4290493000,4630450000,4920384000,3.491982705,7.923495039,6.261464868,6.84,6.52,6.98,7.26,-4.678362573,7.055214724,4.011461318,9.999008545,-4.453099108,0.181438868,2.262991739,-6.689591734,-39.76559076,95.17780174,-22.25319716,28.53242658,26.51890177,-4.56399671
537,PLD,Prologis,USA,Real Estate,2703,USD,12/31/2024,0,0,0,0,,,,,,,,,,,4759440000,5973692000,8023469000,8201610000,25.51249727,34.31340283,2.220249122,2939723000,3364856000,3059214000,3731635000,14.46166867,-9.083360477,21.98018838,1617409000,2280402000,3084483000,3098041000,40.99105421,35.26049354,0.439555024,3510953000,4464598000,6013134000,6144369000,27.16199847,34.68478013,2.182472568,2.01,3.94,4.25,3.29,96.0199005,7.868020305,-22.58823529,3.687597636,29.04171419,24.8054074,-6.731265875,57.19647914,13.10078025,72.12091437,-31.36682302,20.24762153,-18.30591084,1.116298817
538,EQR,Equity Residential,USA,Real Estate,2500,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2463997000,2735180000,2873964000,2980108000,11.00581697,5.074035347,3.693296089,1332850000,776911000,835438000,1035831000,-41.71054507,7.53329532,23.98657949,620427000,811721000,878046000,871699000,30.83263623,8.170910941,-0.722855067,1515205000,1752599000,1827471000,1885543000,15.66745094,4.272055387,3.177724845,3.54,2.05,2.2,2.72,-42.09039548,7.317073171,23.63636364,16.65537648,-3.601677363,1.390328723,6.243022871,26.0976829,-25.16734145,56.09353276,-32.66723137,7.539554523,20.17528164,-2.898001507
539,AVB,AvalonBay Communities,USA,Real Estate,2928,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2294850000,2593446000,2767909000,2913757000,13.01156938,6.727072783,5.269248375,1004299000,1136775000,928825000,1081994000,13.19089235,-18.29297794,16.49061987,612701000,785290000,886278000,915750000,28.16855203,12.85996256,3.325367435,1440908000,1674332000,1779777000,1840300000,16.19978514,6.297735455,3.400594569,7.19,8.12,6.56,7.6,12.93463143,-19.21182266,15.85365854,16.29076194,0.122576562,3.22051005,0.098449164,23.91976755,-21.74015765,61.67697855,-34.78193485,19.75729321,21.34507312,-6.166178014
540,PSA,Public Storage,USA,Real Estate,5900,USD,12/31/2024,0,0,0,0,,,,,,,,,,,3415824000,4182163000,4517690000,4695616000,22.43496738,8.022810206,3.93842871,1953263000,4349147000,2148327000,2072011000,122.6605941,-50.60348615,-3.552345616,1705832000,2169438000,2319056000,2201172000,27.17770566,6.89662484,-5.083275264,2495226000,3129256000,3369744000,3437615000,25.40972241,7.685149441,2.014129263,9.87,23.5,11.06,10.64,138.0952381,-52.93617021,-3.797468354,39.56287404,-5.434461227,-3.398589596,-0.133314793,8.879572204,11.26609451,66.12981893,-19.91500569,13.2435251,0.864773424,-1.093579063
541,WELL,Welltower,USA,Real Estate,685,USD,12/31/2024,0,0,0,0,,,,,,,,,,,4709481000,5776068000,6478231000,7853618000,22.64765481,12.15641852,21.23090393,336138000,141214000,340094000,951680000,-57.98927821,140.8358945,179.828518,763356000,746220000,940454000,1145698000,-2.244824171,26.02905309,21.82392759,1934919000,2217298000,2530455000,3023407000,14.59384088,14.12336096,19.48076532,0.78,0.3,0.66,1.57,-61.53846154,120,137.8787879,-5.871745088,3.78007179,-0.049002592,14.99063121,22.97692078,-18.54756442,37.14836862,-21.53399102,39.74280163,41.58820712,22.18851429
542,DLR,Digital Realty,USA,Real Estate,3936,USD,12/31/2024,0,0,0,0,,,,,,,,,,,4427882000,4691834000,5477061000,5554968000,5.961134466,16.73603542,1.422423449,1709259000,377684000,948838000,602490000,-77.90364129,151.225363,-36.50233233,759726000,661734000,727546000,756950000,-12.8983344,9.94538591,4.041531395,2649562000,2674272000,2878990000,3035853000,0.932606974,7.655092676,5.448542718,5.94,1.13,3,1.61,-80.97643098,165.4867257,-46.33333333,22.1856914,36.25757888,19.03225194,-3.55787261,16.24893147,19.10203736,29.63555809,-40.99651029,38.25105925,35.6295792,-2.072640065
543,O,Realty Income,USA,Real Estate,468,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2080463000,3343681000,4078993000,5271142000,60.718119,21.99109305,29.22655175,359456000,869408000,872309000,860772000,141.8677112,0.333675328,-1.322581792,952043000,1308503000,1722316000,2320928000,37.44158615,31.62491794,34.7562236,1946858000,3117351000,3762029000,4893467000,60.1221558,20.68031479,30.07520676,1.14,0.87,1.42,1.26,-23.68421053,63.2183908,-11.26760563,13.37221155,16.89409014,3.211763973,16.1116707,21.097886,-13.45259337,24.0644952,-7.552048346,-5.188470406,-2.823997925,9.638203096
544,VNO,Vornado Realty Trust,USA,Real Estate,2996,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1589210000,1799995000,1811163000,1787686000,13.26350828,0.620446168,-1.296238936,175999000,-346499000,105494000,70387000,-296.8755504,-130.4456867,-33.27866988,245003000,287851000,300580000,263870000,17.48876544,4.422079479,-12.21305476,738885000,791895000,926084000,906005000,7.174323474,16.94530209,-2.168161851,0.53,-2.13,0.23,0.04,-501.8867925,-110.7981221,-82.60869565,-3.18971326,8.397744623,-5.395814156,-17.77980063,14.39912423,-42.07742512,18.46443155,-46.87979732,37.65244985,48.31583588,-8.833331154
545,SLG,SL Green Realty,USA,Real Estate,1221,USD,12/31/2024,0,0,0,0,,,,,,,,,,,861310000,919454000,913710000,886272000,6.75064727,-0.624718583,-3.002922153,457059000,-71631000,-557304000,30653000,-115.6721561,678.0206894,-105.5002297,158943000,178401000,69464000,138965000,12.24212454,-61.06299853,100.053265,497549000,488366000,435553000,431595000,-1.845647363,-10.8142254,-0.908729822,6.5,-1.49,-9.12,0.08,-122.9230769,512.0805369,-100.877193,-2.671335094,-0.982096611,-4.279203828,-19.00105759,21.44812224,-31.34572872,27.48812207,-51.69554145,47.18802802,54.29789229,-7.469694423
546,BXP,Boston Properties,USA,Real Estate,816,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2888621000,3108581000,3273569000,3407719000,7.614706118,5.30750204,4.097973802,505195000,848947000,190215000,14272000,68.04342878,-77.59400764,-92.49691139,973076000,1061430000,1038655000,1021931000,9.079866321,-2.145690248,-1.610159293,1854472000,1973033000,2057397000,2085593000,6.393248321,4.27585347,1.370469579,3.17,5.4,1.20864,0.09,70.34700315,-77.61777778,-92.55361398,2.485646038,2.544141673,4.313396137,-11.59411695,25.9497878,-29.05319029,25.77912166,-39.31405591,10.05000866,9.918699245,-5.603584615
547,UDR,UDR Inc.,USA,Real Estate,1419,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1290767000,1517386000,1627501000,1671842000,17.55692546,7.256887832,2.724483733,150016000,86924000,444353000,89585000,-42.05684727,411.1971377,-79.83922692,135664000,235053000,286953000,282881000,73.26114518,22.08012661,-1.419047719,228039000,331034000,392523000,417007000,45.16551993,18.57482917,6.237596268,0.48,0.26,1.34,0.26,-45.83333333,415.3846154,-80.59701493,25.89339407,0.382584959,8.539890496,5.599133648,21.68966504,-15.59723729,60.82907711,-33.49172297,2.508502557,17.54506963,-3.349589632
548,CCI,Crown Castle,USA,Real Estate,3900,USD,12/31/2024,0,0,0,0,,,,,,,,,,,6340000000,6986000000,6981000000,6568000000,10.18927445,-0.071571715,-5.916057871,1096000000,1675000000,1502000000,-3903000000,52.82846715,-10.32835821,-359.8535286,1878000000,2433000000,2488000000,2277000000,29.55271565,2.260583642,-8.480707395,4347000000,4918000000,5001000000,4721000000,13.13549574,1.687677918,-5.598880224,2.53,3.86,3.46,-8.98,52.56916996,-10.3626943,-359.5375723,14.90344799,5.503156922,32.23455799,1.714637762,36.0007393,13.31686939,35.26226907,-32.65565999,-11.07413029,-16.81919188,13.95108099
549,IRM,Iron Mountain,USA,Real Estate,28850,USD,12/31/2024,0,0,0,0,,,,,,,,,,,4491531000,5103574000,5480289000,6149909000,13.62660082,7.381395861,12.21869869,450219000,556981000,184234000,180156000,23.71334839,-66.92274961,-2.213489367,901321000,1046282000,1110043000,1212916000,16.08317126,6.094054949,9.267478827,2604302000,2914454000,3122489000,3453360000,11.9092179,7.138043695,10.59638641,1.55,1.9,0.63,0.61,22.58064516,-66.84210526,-3.174603175,-24.67620937,28.45471697,22.32153679,-8.197506998,6.622350707,0.239850411,85.23942115,-0.344193046,45.30307846,52.56748612,-1.16888462
550,CPT,Camden Property,USA,Real Estate,1660,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1143585000,1422756000,1542027000,1543842000,24.41191516,8.383095907,0.117702219,303907000,653613000,403309000,163293000,115.0700708,-38.29544394,-59.51168955,226182000,261313000,323816000,297264000,15.53218205,23.91882532,-8.199718359,695710000,893558000,957684000,944506000,28.43828607,7.176478751,-1.376028001,2.96,6.04,3.7,1.5,104.0540541,-38.74172185,-59.45945946,8.581259158,19.56248168,13.17210965,-1.714810363,24.39713471,-3.942555729,82.92509707,-35.62328679,-8.244488794,20.13705182,-0.790991897
551,ARE,Alexandria Real Estate,USA,Real Estate,552,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2108249000,2576040000,2842456000,3049706000,22.18860296,10.34207543,7.291229838,571247000,521660000,103639000,322949000,-8.680483224,-80.13284515,211.6095292,512172000,613463000,690449000,769702000,19.77675468,12.54941211,11.4784727,1484694000,1792887000,1983276000,2140441000,20.75801478,10.61912993,7.924514793,3.82,3.18,0.54,1.8,-16.7539267,-83.01886792,233.3333333,6.056209821,27.93120924,20.17194412,-10.28279598,43.53348705,11.04287682,28.16036677,-32.68536649,-9.944023458,-20.46327852,-23.98360562
552,DOC,Healthpeak Properties,USA,Real Estate,387,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1896184000,2061178000,2181003000,2700449000,8.701370753,5.813423198,23.81684023,505540000,500449000,306009000,243142000,-1.007041975,-38.85310991,-20.544167,340316000,356585000,433910000,471221000,4.780556894,21.68487177,8.598787767,1122905000,1198187000,1278943000,1625588000,6.704218077,6.739849456,27.10402262,0.93,0.92,0.56,0.36,-1.075268817,-39.13043478,-35.71428571,-7.541945464,-7.906336592,-8.192874446,13.48525584,28.8659328,-9.15789425,23.67369608,-27.6059277,-18.76784711,7.288161371,-11.52181348
553,INVH,Invitation Homes,USA,Real Estate,1750,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1996615000,2238121000,2432278000,2618942000,12.09577209,8.675000145,7.674451687,261425000,383329000,519470000,453917000,46.63058239,35.51544496,-12.61920804,550906000,651695000,699503000,741241000,18.29513565,7.33594703,5.966807862,1218856000,1363834000,1456134000,1546179000,11.89459624,6.767685803,6.183840223,0.45,0.63,0.85,0.74,40,34.92063492,-12.94117647,,,18.43555574,-13.43587738,52.11522557,0.140095197,54.70234775,-33.11496763,20.65014075,-4.027759814,4.19824955
554,MAA,Mid-America Apartment,USA,Real Estate,2532,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1778082000,2019866000,2148468000,2191015000,13.59802304,6.366857999,1.980341341,533791000,637436000,552806000,527543000,19.41677548,-13.27662699,-4.569957634,464868000,628878000,688902000,656751000,35.28098299,9.544617557,-4.666991822,517752000,687711000,747480000,713267000,32.82633384,8.691005379,-4.577112431,4.61,5.48,4.71,4.49,18.87201735,-14.05109489,-4.670912951,28.19697074,12.0951895,5.876395584,-1.710171961,42.24474904,-2.329826247,85.46734875,-29.74565143,-11.30984587,19.58456408,-2.219935945
555,SUI,Sun Communities,USA,Real Estate,6491,USD,12/31/2024,0,0,0,0,,,,,,,,,,,2260400000,2934500000,3179200000,3200400000,29.82215537,8.338728915,0.666834424,380200000,242000000,-213300000,89000000,-36.34928985,-188.1404959,-141.7252696,447100000,556800000,560700000,522600000,24.53589801,0.700431034,-6.795077582,1151100000,1416000000,1492800000,1498600000,23.01277039,5.423728814,0.388531618,3.36,2,-1.72,0.71,-40.47619048,-186,-141.2790698,18.69758119,16.42057858,25.18829981,11.61198075,50.16761835,1.803376475,40.8007322,-30.31362473,-3.805646543,-5.985860545,7.602259113
556,ESS,Essex Property Trust,USA,Real Estate,1712,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1440556000,1606814000,1669395000,1774450000,11.54123824,3.894725836,6.292998362,488554000,408315000,405825000,741522000,-16.42377301,-0.609823298,82.71964517,636406000,513181000,525435000,528513000,-19.36263957,2.38785146,0.585800337,1223978000,1098841000,1138044000,1206706000,-10.22379487,3.567668116,6.033334388,7.51,6.27,6.32,11.54,-16.51131824,0.797448166,82.59493671,20.08015321,0.315576257,6.227175835,4.141037267,25.57531157,-18.85767384,51.80397498,-37.87628014,22.05999093,17.70647162,1.921875361
557,EXR,Extra Space Storage,USA,Real Estate,8012,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1577362000,1924170000,2560244000,3256902000,21.98658266,33.05705837,27.21060961,827649000,860688000,803198000,854681000,3.991909614,-6.679540089,6.409752016,835193000,1037701000,1236873000,1401029000,24.24685073,19.19358274,13.27185572,1179266000,1455268000,1889334000,2351450000,23.40455843,29.82722083,24.45920097,6.19,6.41,4.74,4.03,3.554119548,-26.05304212,-14.97890295,57.22234498,-8.688061226,17.81423614,6.304204504,19.71097869,12.2337789,100.1785683,-32.89671439,13.39885529,-4.064927111,-0.208317756
558,OHI,Omega Healthcare,USA,Real Estate,60,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1062809000,878244000,949740000,1051390000,-17.36577315,8.140790031,10.70292922,416739000,426927000,242180000,406326000,2.444695601,-43.27367442,67.77851185,566174000,392277000,488973000,659663000,-30.71440935,24.64992849,34.9078579,1050549000,862744000,934715000,1036829000,-17.87684344,8.342103799,10.92461338,1.75,1.8,1,1.55,2.857142857,-44.44444444,55,-5.41946937,-3.722534937,-5.578455966,40.14174951,31.94465855,-6.03828911,-12.6264487,3.219999262,20.6596758,33.15499385,0.381992002
559,BRX,Brixmor Property,USA,Real Estate,453,USD,12/31/2024,0,0,0,0,,,,,,,,,,,1152274000,1218074000,1245036000,1285054000,5.710447342,2.213494418,3.214204248,270187000,354193000,305087000,339274000,31.09179938,-13.86419269,11.20565609,421880000,444327000,445641000,470179000,5.32070731,0.295728146,5.506225863,854486000,906283000,925046000,967938000,6.061772808,2.070324612,4.636742389,0.41,0.9,1.17,1.01,119.5121951,30,-13.67521368,8.761751279,-1.073422343,-19.61075484,-15.63034726,58.32063573,-20.43130602,57.84513051,-6.863708143,6.476856086,23.79897893,-4.126717302
560,KRC,Kilroy Realty,USA,Real Estate,229,USD,12/31/2024,0,0,0,0,,,,,,,,,,,955040000,1096987000,1129694000,1135629000,14.86293768,2.981530319,0.525363506,628144000,232615000,212241000,210969000,-62.96788634,-8.758678503,-0.599318699,282667000,324677000,329912000,334510000,14.86201078,1.61237168,1.393704988,685459000,775930000,778624000,762758000,13.19860123,0.347196268,-2.037697271,5.36,1.97,1.8,1.77,-63.24626866,-8.629441624,-1.666666667,-5.832154721,22.61877489,4.411766502,-15.03493059,37.29119845,-30.50661805,19.86237305,-39.61343854,10.60014738,6.339202078,-11.32312787
561,NEE,NextEra Energy,USA,Utilities,16800,USD,12/31/2024,0,0,0,0,,,,,,,,,,,17069000000,20956000000,28114000000,24753000000,22.77227723,34.15728192,-11.95489792,3573000000,4147000000,7310000000,6946000000,16.06493143,76.27200386,-4.979480164,2836000000,3559000000,9832000000,7127000000,25.49365303,176.2573757,-27.51220504,8561000000,10139000000,17976000000,14867000000,18.43242612,77.29559128,-17.2952826,1.81,2.087066,3.599212,3.37,15.30751381,72.45319506,-6.368393971,1.415528724,19.60410598,34.30604223,13.40613147,43.1118489,28.07432386,22.51749783,-8.602787444,-25.97481358,21.96468211,-0.576172275
562,DUK,Duke Energy,USA,Utilities,26413,USD,12/31/2024,0,0,0,0,,,,,,,,,,,24621000000,28768000000,29060000000,30357000000,16.84334511,1.015016685,4.463179628,3908000000,2550000000,2841000000,4524000000,-34.74923234,11.41176471,59.23970433,5841000000,6424000000,7103000000,7938000000,9.981167608,10.56973848,11.75559623,11958000000,12976000000,13756000000,15197000000,8.513129286,6.011097411,10.4754289,4.94,3.33,3.54,5.71,-32.59109312,6.306306306,61.29943503,-9.772069514,14.17198773,12.91210713,6.975613061,10.02259309,3.547702169,18.70125045,2.016760802,-1.826616002,16.15006674,9.767160161
563,SO,Southern Company,USA,Utilities,28314,USD,12/31/2024,0,0,0,0,,,,,,,,,,,23113000000,29279000000,25253000000,26724000000,26.67762731,-13.75046962,5.825050489,2408000000,3535000000,3976000000,4401000000,46.80232558,12.47524752,10.68913481,3700000000,5370000000,5826000000,7068000000,45.13513514,8.491620112,21.31822863,10247000000,10627000000,11708000000,13342000000,3.708402459,10.17220288,13.95626922,2.95,2.26,3.26,3.62,-23.38983051,44.24778761,11.04294479,0.768051089,10.79633151,2.49915265,-3.525741381,50.89884044,-0.637601578,16.05674424,8.367962337,2.184618112,22.59451794,11.55107389
564,D,Dominion Energy,USA,Utilities,14700,USD,12/31/2024,0,0,0,0,,,,,,,,,,,11419000000,13938000000,14393000000,14459000000,22.05972502,3.26445688,0.458556243,3399000000,1191000000,2031000000,2124000000,-64.96028244,70.52896725,4.579025111,2605000000,3260000000,3694000000,3846000000,25.14395393,13.31288344,4.114780726,5412000000,6377000000,6958000000,6922000000,17.83074649,9.110867179,-0.517390055,3.98,1.09,2.29,2.44,-72.61306533,110.0917431,6.550218341,-7.791905653,18.84359383,9.941827266,-5.42688953,20.51599152,-6.84812667,8.192950569,-19.22135133,-19.12947718,20.89513411,5.421415453
565,EXC,Exelon,USA,Utilities,20000,USD,12/31/2024,0,0,0,0,,,,,,,,,,,17938000000,19078000000,21727000000,23028000000,6.355223548,13.88510326,5.987941271,1706000000,2170000000,2328000000,2460000000,27.19812427,7.281105991,5.670103093,2682000000,3317000000,4013000000,4307000000,23.67636092,20.9828158,7.326189883,7006000000,8032000000,8927000000,9405000000,14.64459035,11.14292829,5.354542399,1.74,2.08,2.33033,2.45,19.54022989,12.03509615,5.135324182,-22.37874238,34.12163811,14.50349919,16.99803663,4.536919311,-4.921641655,39.81614649,9.542339667,-14.00314801,9.646470347,15.26208474
566,AEP,American Electric Power,USA,Utilities,16330,USD,12/31/2024,0,0,0,0,,,,,,,,,,,16792000000,19639500000,18982300000,19721300000,16.95747975,-3.346317371,3.893100415,2488100000,2307200000,2208100000,2967100000,-7.270608095,-4.295249653,34.37344323,3422900000,3778500000,3734500000,4446100000,10.38885156,-1.164483261,19.05475967,10203900000,11292200000,11127700000,12459900000,10.66552985,-1.456757762,11.97192591,4.96,4.49,4.24,5.58,-9.475806452,-5.567928731,31.60377358,0.43578576,12.7959362,20.85482739,5.93179688,30.08282548,-10.92381929,10.25322372,10.80379427,-10.92933163,18.28379865,12.71571321
567,PCG,PG&E Corporation,USA,Utilities,28410,USD,12/31/2024,0,0,0,0,,,,,,,,,,,20642000000,21680000000,24428000000,24419000000,5.028582502,12.67527675,-0.036842967,-88000000,1814000000,2256000000,2512000000,-2161.363636,24.3660419,11.34751773,2141000000,2074000000,2735000000,4553000000,-3.129378795,31.8707811,66.47166362,6061000000,7015000000,8307000000,9158000000,15.7399769,18.41767641,10.24437222,-0.05,0.84,1.05,1.15,-1780,25,9.523809524,4.418358153,18.66086395,-24.55817823,-46.12088449,-54.14012522,13.10724208,-3.285261788,34.82586388,12.8208944,12.77447283,-30.88010184
568,XEL,Xcel Energy,USA,Utilities,11380,USD,12/31/2024,0,0,0,0,,,,,,,,,,,13431000000,15310000000,14206000000,13441000000,13.99002308,-7.21097322,-5.385048571,1597000000,1736000000,1771000000,1936000000,8.703819662,2.016129032,9.316770186,2203000000,2428000000,2588000000,2386000000,10.21334544,6.589785832,-7.805255023,5258000000,5860000000,5979000000,6148000000,11.44922024,2.030716724,2.826559625,2.96,3.17,3.21,3.44,7.094594595,1.261829653,7.165109034,4.969213814,18.12380169,21.79323575,5.594641491,32.24953907,6.019994894,5.423800364,6.508329681,-8.282323274,12.58283778,2.427819517
569,ED,Consolidated Edison,USA,Utilities,15097,USD,12/31/2024,0,0,0,0,,,,,,,,,,,13676000000,15670000000,14663000000,15256000000,14.58028663,-6.426292278,4.044192866,1346000000,1660000000,2519000000,1820000000,23.32838039,51.74698795,-27.74910679,2826000000,2624000000,2331000000,2732000000,-7.147912243,-11.16615854,17.2029172,7668000000,7685000000,7405000000,8167000000,0.221700574,-3.643461288,10.29034436,3.85,4.66,7.21,5.24,21.03896104,54.72103004,-27.32316227,2.829390375,19.67796554,19.23675978,-6.376243889,22.38800891,-18.50117277,22.75952512,15.61248973,-1.27757673,1.768163932,11.30396363
570,SRE,Sempra Energy,USA,Utilities,16773,USD,12/31/2024,0,0,0,0,,,,,,,,,,,12857000000,14439000000,16720000000,13185000000,12.30458116,15.7974929,-21.1423445,1318000000,2139000000,3075000000,2862000000,62.29135053,43.75876578,-6.926829268,2847000000,2557000000,3716000000,2962000000,-10.18616087,45.32655456,-20.29063509,5298000000,5211000000,6620000000,6092000000,-1.642129105,27.03895605,-7.975830816,2.005,3.31,4.79,4.42,65.0872818,44.71299094,-7.724425887,-12.70847444,11.14770141,9.116587088,3.290958539,43.87832439,-13.78403893,7.116361517,20.09956539,0.098117898,20.9360198,-13.13606893
