Year,Ranking,Stock_Performance_Year,Stock_Performance,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Average Rank,Years Appeared,Original Currency,ReportDate_2024,DilutedEPSIncr,OperatingIncomeIncr,TotalRevenueIncr,GrossProfitIncr,NetIncomeIncr,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS
2022,97.0,2021,-2.33580425036807,BIIB,Biogen Inc,USA,Information Technology,7605.0,63.5,2,USD,2024-12-31,,,,,,10981700000.0,1556100000.0,2808000000.0,8872000000.0,10.4
2018,33.0,2017,57.9069662432523,BIM.PA,Biomerieux SA,France,Health Care,14147.0,54.4,5,EUR,2024-12-31,,,,,,,,,,
2019,26.0,2018,-24.971187383608,BIM.PA,Biomerieux SA,France,Health Care,14147.0,54.4,5,EUR,2024-12-31,,,,,,,,,,
2020,38.0,2019,40.7658724598167,BIM.PA,Biomerieux SA,France,Health Care,14147.0,54.4,5,EUR,2024-12-31,,,,,,,,,,
2024,97.0,2023,2.89778311448389,BIM.PA,Biomerieux SA,France,Health Care,14147.0,54.4,5,EUR,2024-12-31,-21.2041884850122,-9.077832825405675,2.3850654807570093,2.419595765286448,-20.95490716465863,4226107058.0,411270855.0,654284086.8,2365957503.0,3.461759714
2025,78.0,2024,2.70338012581432,BIM.PA,Biomerieux SA,France,Health Care,14147.0,54.4,5,EUR,2024-12-31,20.930232565529252,12.128669365644738,8.308387297840197,7.6852031690951295,20.861297550491393,4577228400.0,497067291.8,733640040.4,2547786144.0,4.186314073
2016,35.0,2015,8.68659776448103,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2017,42.0,2016,22.8110666777035,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2018,36.0,2017,7.93515152226606,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2019,24.0,2018,-33.6806630572088,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2020,31.0,2019,46.1117248687952,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2021,46.0,2020,-18.5996199467972,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,,,,,
2022,76.0,2021,45.0919905781326,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,,,,,,64813112517.0,10912018660.0,13640023325.0,30144451548.0,8.34962642
2023,71.0,2022,-6.47124144646207,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,3.581267208359716,3.794266444188797,1.9909502257919467,3.7942664446183474,3.7942664405231143,66103509327.0,11326049722.0,14157562153.0,31288212358.0,8.648648853
2024,90.0,2023,24.1937267917469,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,14.0957446847565,11.443948001010058,3.928527933598372,11.443948001984474,11.443948003180063,68700404156.0,12622196963.0,15777746204.0,34868819111.0,9.867740314
2025,96.0,2024,-0.388588667891132,BNP.PA,BNP Paribas SA,France,Financials,178000.0,54.7,10,EUR,2024-12-31,11.538461489350455,6.4965831478524905,10.270360759418878,6.496583147220422,6.496583149539939,75756183506.0,13442208484.0,16802760605.0,37134100937.0,11.00632573
2025,64.0,2024,-10.0514772808966,BWA,Borgwarner Inc,USA,Consumer Discretionary,38300.0,64.0,1,USD,2024-12-31,-43.82022471910112,3.167062549485352,-0.788843499084378,3.115264797507788,-45.92,14086000000.0,338000000.0,1303000000.0,2648000000.0,1.5
2021,18.0,2020,-5.19628919065241,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,7.4,5,USD,2024-06-30,,,,,,,,,,
2022,10.0,2021,2.7831674913684,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,7.4,5,USD,2024-06-30,,,,,,5209800000.0,526100000.0,692000000.0,2511700000.0,0.355
2023,3.0,2022,16.6476933252551,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,7.4,5,USD,2024-06-30,17.464788732394368,-7.066473988439307,6.700833045414411,1.8433730142931082,12.773237027181144,5558900000.0,593300000.0,643100000.0,2558000000.0,0.417
2024,2.0,2023,15.4766547229973,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,7.4,5,USD,2024-06-30,20.86330935251799,19.919141657596022,9.316591411969995,13.436278342455044,18.54036743637283,6076800000.0,703300000.0,771200000.0,2901700000.0,0.504
2025,4.0,2024,46.3342088091033,BXB.AX,Brambles Ltd,Australia,Industrials,12743.0,7.4,5,USD,2024-06-30,10.714285714285724,29.96628630705394,7.71129541864139,11.441568735568804,10.891511446040097,6545400000.0,779900000.0,1002300000.0,3233700000.0,0.558
2016,27.0,2015,16.6081580963203,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,,,,,
2017,41.0,2016,-21.447923863647,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,,,,,
2018,62.0,2017,-26.8264865113381,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,,,,,
2020,65.0,2019,-18.372433471969,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,,,,,
2021,35.0,2020,-29.8382124290457,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,,,,,
2022,84.0,2021,24.46134948667,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,,,,,,28014025927.0,1711744318.0,4454028583.0,20840554252.0,0.167949796
2023,25.0,2022,-33.0887052719285,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,51.19999967133033,0.935143280377103,-0.8105515593927936,-2.211333894614503,49.52904239755742,27786957803.0,2559554887.0,4495680132.0,20379700012.0,0.253940091
2025,86.0,2024,15.719103071139,BT-A.L,BT Group PLC,United Kingdom,Communication Services,85300.0,53.125,8,GBP,2025-03-31,23.255814637782073,1.455604091240108,-2.110881375064834,-0.510948904301985,23.274853814201506,27352975531.0,1416152678.0,4682440305.0,20144570298.0,0.142421427
2020,85.0,2019,-20.5068740197442,1211.HK,Byd Co Ltd,China,Consumer Discretionary,968900.0,93.0,3,CNY,2024-12-31,,,,,,,,,,
2021,94.0,2020,401.285355477593,1211.HK,Byd Co Ltd,China,Consumer Discretionary,968900.0,93.0,3,CNY,2024-12-31,,,,,,,,,,
2022,100.0,2021,27.669902939151,1211.HK,Byd Co Ltd,China,Consumer Discretionary,968900.0,93.0,3,CNY,2024-12-31,,,,,,30069893738.0,423648861.5,1056925298.0,3915512821.0,0.147468003
2016,32.0,2015,-9.69650533771187,CCO.TO,Cameco Corp,Canada,Energy,,51.5,2,CAD,2024-12-31,,,,,,,,,,
2017,71.0,2016,-12.9733990430718,CCO.TO,Cameco Corp,Canada,Energy,,51.5,2,CAD,2024-12-31,,,,,,,,,,
2019,85.0,2018,-28.2868630848249,CPB,Campbell Soup Co,USA,Consumer Discretionary,14400.0,89.0,3,USD,2024-07-31,,,,,,,,,,
2020,93.0,2019,55.7447913953813,CPB,Campbell Soup Co,USA,Consumer Discretionary,14400.0,89.0,3,USD,2024-07-31,,,,,,,,,,
2022,89.0,2021,-7.5610812000185,CPB,Campbell Soup Co,USA,Consumer Discretionary,14400.0,89.0,3,USD,2024-07-31,,,,,,8476000000.0,1002000000.0,1270000000.0,2811000000.0,3.29
2018,89.0,2017,16.5548451632436,CM.TO,Canadian Imperial Bank of Commerce,Canada,Financials,48726.0,89.0,1,CAD,2024-10-31,,,,,,,,,,
2020,54.0,2019,19.9639487254763,CNR.TO,Canadian National Railway Co,Canada,Communication Services,24911.0,32.0,2,CAD,2024-12-31,,,,,,,,,,
2021,10.0,2020,20.3980362466657,CNR.TO,Canadian National Railway Co,Canada,Communication Services,24911.0,32.0,2,CAD,2024-12-31,,,,,,,,,,
2022,34.0,2021,3.66710943503883,CP.TO,Canadian Pacific Railway Ltd,Canada,Financials,19992.0,34.0,1,CAD,2024-12-31,,,,,,5819073703.0,2075797148.0,2333452194.0,2333452194.0,3.042367489
2020,84.0,2019,55.587190844075,CSIQ,Canadian Solar Inc,Canada,Real Estate,17113.0,84.5,2,USD,2024-12-31,,,,,,,,,,
2021,85.0,2020,126.654735786158,CSIQ,Canadian Solar Inc,Canada,Real Estate,17113.0,84.5,2,USD,2024-12-31,,,,,,,,,,
2019,91.0,2018,-11.3243847908546,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973.0,94.5,4,CAD,2024-12-31,,,,,,,,,,
2021,99.0,2020,24.5630690297026,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973.0,94.5,4,CAD,2024-12-31,,,,,,,,,,
2022,98.0,2021,11.3065930683425,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973.0,94.5,4,CAD,2024-12-31,,,,,,11858027601.0,820711383.0,1383549369.0,4247086788.0,13.37768288
2023,90.0,2022,-20.2027454778223,CTC-A.TO,Canadian Tire Corporation,Canada,Consumer Discretionary,13973.0,94.5,4,CAD,2024-12-31,-4.243743143655677,-1.288863223788583,9.32046820254319,4.501987940068438,-7.405108197457519,12963251293.0,759936817.1,1365717310.0,4438290123.0,12.80996838
2016,93.0,2015,,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,,,,,
2018,98.0,2017,,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,,,,,
2019,33.0,2018,,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,,,,,
2020,63.0,2019,,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,,,,,
2021,58.0,2020,,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,,,,,
2022,75.0,2021,3.36655387150832,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,,,,,,1777450387.0,1045695845.0,263555661.4,820123205.3,-0.083278938
2023,56.0,2022,18.7626565208392,5NU.F,CapitaLand Investment Ltd,Singapore,Real Estate,,68.0,7,SGD,2024-12-31,-449.98231485612854,47.94117649714808,25.425207156569705,21.92816635815293,-36.17494440747252,2229370830.0,667415954.4,389907346.2,999961186.1,0.291461555
2020,49.0,2019,13.2107989226367,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,,,,,,,,,,
2021,17.0,2020,33.2447799037975,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,,,,,,,,,,
2022,18.0,2021,-1.85473369883181,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,,,,,,2879331528.0,117909936.2,99713958.38,1145618763.0,1.157264189
2023,20.0,2022,-35.7689134663274,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,-121.38364777482975,5.109489085353476,12.891809900676362,3.557814459433745,-120.98765432119707,3250529475.0,-24746529.82,104808832.2,1186377753.0,-0.247465298
2024,38.0,2023,56.1385371096496,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,123.52941178847632,90.27777775392484,3.851321114385527,16.38036810017627,123.52941172905025,3375717803.0,-55315772.53,199427916.8,1380710796.0,-0.553157725
2025,59.0,2024,-0.91244238584197,CAS.TO,Cascades Inc,Canada,Materials,9600.0,33.5,6,CAD,2024-12-31,-59.21052625632228,-27.007299260922736,1.3583441115619816,-2.2667369655303253,-59.21052631460013,3421571667.0,-22563012.48,145567822.5,1349413714.0,-0.225630125
2016,85.0,2015,-4.84282605208017,CLS,Celestica Inc,Canada,Consumer Staples,21914.0,89.5,2,USD,2024-12-31,,,,,,,,,,
2019,94.0,2018,-16.7619069417317,CLS,Celestica Inc,Canada,Consumer Staples,21914.0,89.5,2,USD,2024-12-31,,,,,,,,,,
2018,18.0,2017,-6.6016559520353,CMIG4.SA,CEMIG,Brazil,Utilities,5028.0,18.66666667,3,BRL,2024-12-31,,,,,,,,,,
2019,19.0,2018,116.445137151294,CMIG4.SA,CEMIG,Brazil,Utilities,5028.0,18.66666667,3,BRL,2024-12-31,,,,,,,,,,
2020,19.0,2019,4.86821257573141,CMIG4.SA,CEMIG,Brazil,Utilities,5028.0,18.66666667,3,BRL,2024-12-31,,,,,,,,,,
2016,11.0,2015,-21.2388591887216,CNA.L,Centrica PLC,United Kingdom,Utilities,21038.0,12.0,2,GBP,2024-12-31,,,,,,,,,,
2017,13.0,2016,8.14089670463534,CNA.L,Centrica PLC,United Kingdom,Utilities,21038.0,12.0,2,GBP,2024-12-31,,,,,,,,,,
2016,57.0,2015,1.14827165735609,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2017,3.0,2016,17.5768466497368,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2018,7.0,2017,30.6199196622616,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2019,14.0,2018,13.9640669124257,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2020,4.0,2019,15.7392503808742,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2021,13.0,2020,-4.96700763599592,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,,,,,
2022,28.0,2021,46.6005783002241,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,,,,,,49818000000.0,10591000000.0,13719000000.0,31894000000.0,2.5
2023,48.0,2022,-21.8833811875273,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,12.799999999999995,1.8660252204971208,3.490706170460476,1.1099266319683954,11.528656406382778,51557000000.0,11812000000.0,13975000000.0,32248000000.0,2.82
2024,64.0,2023,8.7935148728105,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,8.865248226950355,11.355992844364938,10.553368116841554,10.868891094021334,6.781239417541483,56998000000.0,12613000000.0,15562000000.0,35753000000.0,3.07
2025,54.0,2024,21.0470588052248,CSCO,Cisco Systems Inc,USA,Information Technology,,29.2,10,USD,2024-07-31,-17.263843648208464,-16.65595681788973,-5.605459840696165,-2.587195480099572,-18.179655910568464,53803000000.0,10320000000.0,12970000000.0,34828000000.0,2.54
2016,10.0,2015,-23.822896616437,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2017,30.0,2016,9.82678423702172,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2018,100.0,2017,52.1761018805794,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2019,25.0,2018,-34.1893404673604,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2020,36.0,2019,36.6698257694921,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2021,40.0,2020,-26.0296879408247,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,,,,,
2022,5.0,2021,-13.7214685761854,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,,,,,,2035465954.0,65666443.38,176003245.9,757887636.5,-1.649548375
2023,28.0,2022,26.5455473060665,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,-103.71240600931148,-21.875068839284413,25.42259599002853,27.537119785170155,1417.2665351074172,2552934240.0,996334970.2,137502414.7,966588062.8,0.061237933
2024,22.0,2023,-17.0784705252806,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,1608.8607628216319,272.2360966654355,50.03040916557255,32.208586282160326,-75.31256759454854,3830177686.0,245969522.3,511833621.3,1277912413.0,1.046471009
2025,39.0,2024,-22.2114740678956,C09.SI,City Developments Ltd,Singapore,Real Estate,8354.0,33.5,10,SGD,2024-12-31,-75.33333338620946,-37.35307614501956,-33.79646035042981,-11.320956156953772,-36.55601879420327,2535713203.0,156052857.5,320648019.0,1133240509.0,0.258129515
2024,13.0,2023,51.8534609183395,CLH,Clean Harbors Inc,USA,Industrials,22796.0,13.0,1,USD,2024-12-31,-8.06878306878306,-3.5144711199895395,4.694514095813402,2.4868196034326036,-8.230356726509676,5409152000.0,377856000.0,612439000.0,1663028000.0,6.95
2016,13.0,2015,6.5318193534216,KO,Coca-Cola Enterprises Inc,USA,Materials,69700.0,13.0,1,USD,2024-12-31,,,,,,,,,,
2017,48.0,2016,-7.47202373065882,CCEP,Coca-Cola European Partners PLC,United Kingdom,Consumer Staples,41000.0,57.5,2,EUR,2024-12-31,,,,,,,,,,
2018,67.0,2017,30.9588053525481,CCEP,Coca-Cola European Partners PLC,United Kingdom,Consumer Staples,41000.0,57.5,2,EUR,2024-12-31,,,,,,,,,,
2020,88.0,2019,76.7819189112211,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,,,,,,,,,,
2021,68.0,2020,-10.77506649945,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,,,,,,,,,,
2022,81.0,2021,4.97178087746969,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,,,,,,1827205883.0,292239776.8,506051978.0,1536814817.0,6.113848543
2023,45.0,2022,-20.6541245534939,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,8.214285723106448,11.03123920602481,15.543051368338878,16.555670090211006,5.424925988377625,2111209432.0,308093568.4,561875782.2,1791244808.0,6.616057531
2024,73.0,2023,-19.69308091072,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,-3.7403740496584854,3.707618616063553,2.8777648052872093,1.1768984287266668,-7.329570823978276,2171965074.0,285511632.1,582707993.3,1812325940.0,6.368592232
2025,67.0,2024,18.5719661290798,CCA.TO,Cogeco Communications Inc,Canada,Communication Services,,70.33333333,6,CAD,2024-08-31,-10.514285710355717,-3.9773919641544717,-0.25481477884943193,0.08799167770009406,-14.464161441077774,2166430586.0,244214768.7,559531412.4,1813920636.0,5.698980249
2017,53.0,2016,2.31342851487393,CL,Colgate-Palmolive Co,USA,Consumer Staples,34000.0,53.0,1,USD,2024-12-31,,,,,,,,,,
2022,83.0,2021,25.6171715425947,COLO-B.CO,Coloplast A/S,Denmark,Health Care,16741.0,74.0,4,DKK,2024-09-30,,,,,,2995246384.0,743954689.8,979861565.5,2052698194.0,3.489263136
2023,43.0,2022,-27.7986421265148,COLO-B.CO,Coloplast A/S,Denmark,Health Care,16741.0,74.0,4,DKK,2024-09-30,-2.2978347254117786,8.733280854457599,16.23082466928036,16.64538420692935,-2.4663212493401376,3481399573.0,725606377.2,1065435628.0,2394377695.0,3.409085636
2024,78.0,2023,-2.99732126064123,COLO-B.CO,Coloplast A/S,Denmark,Health Care,16741.0,74.0,4,DKK,2024-09-30,0.4070556296227999,-0.9406656523034913,8.507905593403715,5.145212188422095,1.636209103593295,3777593762.0,737478814.8,1055413441.0,2517573508.0,3.422962511
2025,92.0,2024,2.3128907932281,COLO-B.CO,Coloplast A/S,Denmark,Health Care,16741.0,74.0,4,DKK,2024-09-30,1.1711711674075003,6.442658806351131,10.326530605913257,11.887555102124947,5.6240852981313365,4167688138.0,778955252.4,1123410128.0,2816851446.0,3.463051261
2019,40.0,2018,-20.6319064095107,CMA,Comerica Inc,USA,Financials,7860.0,53.0,3,USD,2024-12-31,,,,,,,,,,
2020,67.0,2019,9.72408786617479,CMA,Comerica Inc,USA,Financials,7860.0,53.0,3,USD,2024-12-31,,,,,,,,,,
2021,52.0,2020,-17.2563044754625,CMA,Comerica Inc,USA,Financials,7860.0,53.0,3,USD,2024-12-31,,,,,,,,,,
2019,67.0,2018,-53.6692803578671,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,,,,,,,,,,
2020,59.0,2019,-4.58318596136647,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,,,,,,,,,,
2021,67.0,2020,-5.11712346502751,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,,,,,,,,,,
2022,60.0,2021,25.7330824822225,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,,,,,,11092582206.0,494537102.0,618171378.0,1366158745.0,0.264519845
2023,85.0,2022,31.3122400918461,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,330.4347830689225,233.72092989397512,7.724209431926026,233.72092999338813,233.7209302043429,11949396487.0,1650373817.0,2062967271.0,4559157669.0,1.138585421
2024,89.0,2023,24.450002865162,CBK.DE,Commerzbank AG,Germany,Financials,39069.0,71.16666667,6,EUR,2024-12-31,64.64646458879962,54.98257844149773,13.686236771699816,54.9825784276907,54.982578410597746,13584819183.0,2557791895.0,3197239869.0,7065900110.0,1.874640642
2016,4.0,2015,5.78782016792963,CBA.AX,Commonwealth Bank of Australia,Australia,Financials,49682.0,11.33333333,3,AUD,2024-06-30,,,,,,,,,,
2017,6.0,2016,2.07607147815618,CBA.AX,Commonwealth Bank of Australia,Australia,Financials,49682.0,11.33333333,3,AUD,2024-06-30,,,,,,,,,,
2018,24.0,2017,2.7189169848456,CBA.AX,Commonwealth Bank of Australia,Australia,Financials,49682.0,11.33333333,3,AUD,2024-06-30,,,,,,,,,,
2017,17.0,2016,9.58139105066338,ACA.PA,Credit Agricole SA,France,Financials,80518.0,17.0,1,EUR,2024-12-31,,,,,,,,,,
2019,55.0,2018,9.97930776332793,DHR,Danaher Corporation,USA,Health Care,61000.0,69.0,3,USD,2024-12-31,,,,,,,,,,
2020,53.0,2019,51.0690836779271,DHR,Danaher Corporation,USA,Health Care,61000.0,69.0,3,USD,2024-12-31,,,,,,,,,,
2023,99.0,2022,-18.5530340549716,DHR,Danaher Corporation,USA,Health Care,61000.0,69.0,3,USD,2024-12-31,12.195121951219521,17.989666510098637,7.422788484799613,6.2274427455869805,12.062801181408362,26643000000.0,7209000000.0,7536000000.0,16188000000.0,9.66
2016,7.0,2015,14.2586487786729,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2017,4.0,2016,22.281310979282,DANSKE.CO,Danske Bank A/S,Denmark,Financials,20046.0,5.5,2,DKK,2024-12-31,,,,,,,,,,
2016,2.0,2015,46.6777013212943,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2017,11.0,2016,-0.425356959608772,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2018,1.0,2017,23.3265670023879,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2019,38.0,2018,15.116747180544,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2020,21.0,2019,44.3795011137018,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2021,55.0,2020,14.214160291478,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,,,,,
2022,9.0,2021,59.2128859684782,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,,,,,,5589534347.0,889821757.7,1200575072.0,4680621157.0,0.667050045
2023,10.0,2022,-35.2988965680672,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,20.689655151736037,25.912443649338073,16.56550276852606,16.61260997030527,20.395502102476847,6515468814.0,1071305373.0,1511673411.0,5458194494.0,0.805060399
2024,20.0,2023,30.7774718489075,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,12.857142784388767,-1.2401095278641505,5.051895794401388,4.9411070509939945,12.818035497708644,6844623509.0,1208625676.0,1492927005.0,5727889727.0,0.908568164
2025,31.0,2024,-25.0316275624384,DSY.PA,Dassault Systemes SE,France,Information Technology,26225.0,19.8,10,EUR,2024-12-31,13.924050612013309,5.900932108867573,4.4056860483778,4.355071883177684,14.206870283301843,7146176132.0,1380333558.0,1581023614.0,5977343442.0,1.035077655
2017,12.0,2016,-23.7720321300231,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2018,99.0,2017,12.5899486746397,DLN.L,Derwent London PLC,United Kingdom,Real Estate,,55.5,2,GBP,2024-12-31,,,,,,,,,,
2018,30.0,2017,29.0697427462987,DB1.DE,Deutsche Boerse AG,Germany,Financials,14515.0,30.0,1,EUR,2024-12-31,,,,,,,,,,
2016,26.0,2015,1.26973758398167,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2017,64.0,2016,14.0868987945593,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2018,61.0,2017,28.7223773929581,DGE.L,Diageo PLC,United Kingdom,Consumer Staples,30092.0,50.33333333,3,USD,2024-06-30,,,,,,,,,,
2016,28.0,2015,1.87046335186075,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2017,34.0,2016,23.7224554198885,DNB.OL,DNB ASA,Norway,Financials,11188.0,31.0,2,NOK,2024-12-31,,,,,,,,,,
2016,50.0,2015,11.5566293981144,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2019,32.0,2018,8.80839668570847,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,,,,,
2022,33.0,2021,8.29351124317097,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,,,,,,12733100000.0,1129900000.0,1701200000.0,5117300000.0,3.91
2023,30.0,2022,-37.1226386961071,ECL,Ecolab Inc,USA,Materials,48000.0,36.25,4,USD,2024-12-31,-2.55754475703325,0.10580766517752176,11.424554900220684,4.680202450511012,-3.3808301619612355,14187800000.0,1091700000.0,1703000000.0,5356800000.0,3.81
2024,39.0,2023,-9.40154602050332,EDPR.LS,EDP Renovaveis SA,Spain,Utilities,,38.5,2,EUR,2024-12-31,-8.57137393874297,-4.345859727740035,6.4944719064313565,9.397611580867899,-49.854194284133825,2913002944.0,355392762.9,990000023.4,2574863776.0,0.715021294
